Time,CaSSavg,CaJSRavg,JRyRtot,PRyR_open,PRyR_ready,PNorm_mode,PnotVinact,PLType_open,CaToT2,PIto2_open,CaJSRtot,CaSStot
10.074,0.00538762,0.709575,0.000636471,0.0554667,0.224967,0.389667,0.723167,0.0855,11.2397,0.0373333,0.00897551,5.23701
10.075,0.00542469,0.707466,0.000637247,0.0557,0.220567,0.3835,0.72,0.0838333,11.2425,0.0335,0.00903728,5.22911
10.076,0.00543804,0.705338,0.000639642,0.056,0.2166,0.375667,0.719333,0.0775,11.2451,0.0346667,0.00905222,5.22108
10.077,0.00543103,0.703249,0.000635566,0.0558667,0.212567,0.368667,0.718333,0.0758333,11.2476,0.029,0.00904549,5.21318
10.078,0.00538378,0.70121,0.00062309,0.0549667,0.2089,0.363167,0.716167,0.0746667,11.2501,0.0301667,0.00901819,5.20542
10.079,0.00542876,0.699193,0.000622182,0.0550333,0.205533,0.3565,0.714167,0.0768333,11.2527,0.0315,0.00911473,5.19772
10.08,0.00536263,0.697263,0.000608685,0.0540667,0.202367,0.348167,0.712833,0.0738333,11.2553,0.029,0.00908874,5.19033
10.081,0.0053427,0.695408,0.000598227,0.0533333,0.198967,0.343,0.7105,0.0738333,11.2578,0.032,0.00907886,5.18321
10.082,0.00533533,0.693581,0.000598114,0.0534667,0.195567,0.337167,0.71,0.0718333,11.2603,0.0326667,0.00908009,5.17616
10.083,0.00533823,0.691799,0.000593368,0.0531667,0.192267,0.332,0.709333,0.0713333,11.2628,0.0313333,0.00912088,5.16927
10.084,0.00532456,0.690033,0.000588959,0.0530333,0.189,0.3275,0.708167,0.0685,11.2652,0.0353333,0.00911706,5.16242
10.085,0.00527108,0.688321,0.000576117,0.0520667,0.186,0.322333,0.705333,0.0651667,11.2676,0.0325,0.00908685,5.15574
10.086,0.00523475,0.686699,0.000563385,0.0511,0.183133,0.316833,0.703167,0.0645,11.27,0.0326667,0.00907786,5.1494
10.087,0.00520836,0.685136,0.000558896,0.0509333,0.1798,0.312167,0.7015,0.0623333,11.2725,0.028,0.00906584,5.14328
10.088,0.00516585,0.683622,0.000544481,0.0497333,0.1775,0.307333,0.699667,0.0611667,11.2748,0.0305,0.00906441,5.13734
10.089,0.00507588,0.682202,0.000526849,0.0483,0.175167,0.302167,0.6965,0.0576667,11.2771,0.0316667,0.00899066,5.13177
10.09,0.00500514,0.680881,0.000513983,0.0472,0.1728,0.298167,0.693667,0.0556667,11.2793,0.031,0.0089444,5.12659
10.091,0.0049831,0.679616,0.000503085,0.0462667,0.170367,0.295333,0.692,0.056,11.2816,0.0321667,0.0089741,5.12164
10.092,0.00491047,0.678447,0.000485979,0.0448333,0.168733,0.293167,0.6895,0.056,11.2839,0.0285,0.00893822,5.11707
10.093,0.00484393,0.677334,0.000478073,0.0441667,0.166733,0.290333,0.687667,0.0516667,11.2861,0.031,0.00888127,5.11272
10.094,0.00484452,0.676278,0.00046932,0.0434,0.164367,0.286167,0.686167,0.0533333,11.2883,0.0325,0.00888902,5.10861
10.095,0.00487407,0.675218,0.000468996,0.0432,0.1616,0.282167,0.684167,0.0556667,11.2906,0.0285,0.008929,5.10451
10.096,0.00484918,0.674184,0.000463246,0.0426333,0.1592,0.278333,0.6815,0.0523333,11.2929,0.0296667,0.00892864,5.10053
