Time,CaSSavg,CaJSRavg,JRyRtot,PRyR_open,PRyR_ready,PNorm_mode,PnotVinact,PLType_open,CaToT2,PIto2_open,CaJSRtot,CaSStot
10.452,0.000593245,0.866212,4.04862e-05,0.00283333,0.1712,0.979333,0.848833,0,11.0838,0.00283333,0.00178321,5.79722
10.453,0.000578626,0.866637,3.70004e-05,0.0026,0.172133,0.9805,0.849333,0,11.0832,0.00283333,0.00177235,5.79857
10.454,0.000570214,0.867085,3.63581e-05,0.00256667,0.173167,0.980167,0.849333,0,11.0827,0.00366667,0.0017556,5.8
10.455,0.000568359,0.867519,3.65727e-05,0.00256667,0.173833,0.979833,0.849333,0,11.0821,0.00433333,0.00175492,5.80138
10.456,0.000569238,0.86795,3.6258e-05,0.00253333,0.174867,0.980333,0.8505,0,11.0816,0.00366667,0.00175412,5.80276
10.457,0.000556986,0.868389,3.48368e-05,0.00243333,0.1754,0.9805,0.850833,0,11.081,0.00316667,0.00173474,5.80416
10.458,0.000554885,0.868831,3.52452e-05,0.00246667,0.1759,0.9805,0.851,0,11.0805,0.00383333,0.00172249,5.80558
10.459,0.000554243,0.869265,3.64153e-05,0.00253333,0.176667,0.980667,0.8515,0,11.0799,0.00466667,0.00172165,5.80696
10.46,0.000557469,0.869683,3.50986e-05,0.00243333,0.177267,0.9805,0.851667,0,11.0794,0.00516667,0.00172151,5.8083
10.461,0.000557124,0.870104,3.60114e-05,0.0025,0.178233,0.981,0.852333,0,11.0789,0.00416667,0.00170831,5.80965
10.462,0.000533059,0.870536,3.07756e-05,0.00213333,0.179267,0.981,0.853,0,11.0784,0.00416667,0.00168842,5.81104
10.463,0.000529354,0.870984,3.12418e-05,0.00216667,0.180033,0.981,0.853833,0,11.0778,0.0045,0.00167053,5.81248
10.464,0.000522647,0.87143,3.08552e-05,0.00213333,0.1814,0.9815,0.854333,0,11.0773,0.00383333,0.00166147,5.81391
10.465,0.000520373,0.871875,3.02865e-05,0.0021,0.182167,0.981333,0.854667,0,11.0768,0.004,0.00165175,5.81533
10.466,0.000519927,0.872314,3.04904e-05,0.0021,0.182933,0.981667,0.855333,0,11.0763,0.003,0.00164765,5.81674
10.467,0.000520395,0.872744,3.19956e-05,0.0022,0.183867,0.981167,0.855667,0,11.0758,0.00266667,0.00164338,5.81812
10.468,0.000505595,0.873182,2.81107e-05,0.00193333,0.184833,0.9815,0.856167,0,11.0753,0.00283333,0.00162715,5.81952
10.469,0.000505732,0.873622,2.86903e-05,0.00196667,0.1857,0.982333,0.856167,0,11.0747,0.00366667,0.00161679,5.82093
10.47,0.000507214,0.874057,3.01443e-05,0.00206667,0.186333,0.9825,0.856667,0,11.0742,0.00433333,0.00161042,5.82233
10.471,0.00051221,0.874476,3.11714e-05,0.00213333,0.187267,0.9825,0.857,0,11.0737,0.00333333,0.00161212,5.82367
10.472,0.000507916,0.874893,2.99959e-05,0.00206667,0.188167,0.9825,0.857667,0,11.0732,0.0025,0.00160405,5.825
10.473,0.000507857,0.875307,3.00736e-05,0.00206667,0.1889,0.982667,0.8585,0,11.0727,0.00266667,0.00160063,5.82631
10.474,0.000513679,0.875715,3.17236e-05,0.00216667,0.189733,0.9825,0.859333,0,11.0723,0.00533333,0.00160347,5.82761
10.475,0.000512965,0.876114,3.16929e-05,0.00216667,0.190667,0.982167,0.859667,0,11.0718,0.00316667,0.00160505,5.82888
10.476,0.00051091,0.876509,3.23364e-05,0.0022,0.191733,0.9825,0.860167,0,11.0713,0.0025,0.00160367,5.83013
10.477,0.00050628,0.876905,3.08381e-05,0.0021,0.192467,0.9825,0.860333,0,11.0708,0.00283333,0.00159363,5.83139
10.478,0.000498873,0.877309,2.97656e-05,0.00203333,0.193333,0.9825,0.860667,0,11.0703,0.00366667,0.00157857,5.83268
10.479,0.000491876,0.877715,2.90289e-05,0.00196667,0.193967,0.982,0.861333,0,11.0698,0.00316667,0.00157045,5.83397
10.48,0.00048609,0.87812,2.76038e-05,0.00186667,0.194767,0.982667,0.8615,0,11.0693,0.004,0.00156321,5.83526
10.481,0.00048309,0.87853,2.81433e-05,0.0019,0.195667,0.982667,0.861833,0,11.0689,0.00333333,0.00155834,5.83657
10.482,0.000479862,0.878938,2.75384e-05,0.00186667,0.196667,0.983667,0.862167,0,11.0684,0.00316667,0.00155107,5.83786
10.483,0.000485036,0.879337,2.87587e-05,0.00193333,0.197133,0.984,0.862667,0,11.0679,0.0025,0.00155481,5.83913
10.484,0.000492056,0.879726,3.07093e-05,0.00206667,0.197833,0.984167,0.863167,0,11.0674,0.00316667,0.00155287,5.84037
10.485,0.000498443,0.880098,3.20875e-05,0.00216667,0.1986,0.984333,0.864333,0,11.067,0.00316667,0.00155087,5.84155
10.486,0.000496022,0.880469,3.13588e-05,0.00213333,0.1994,0.984833,0.865,0,11.0665,0.00333333,0.00154345,5.84271
10.487,0.000494273,0.880839,3.18256e-05,0.00216667,0.200167,0.985,0.8655,0,11.0661,0.00233333,0.00153833,5.84388
10.488,0.000486143,0.881215,3.02983e-05,0.00206667,0.201067,0.985333,0.866,0,11.0656,0.0025,0.00152814,5.84506
10.489,0.000482191,0.881589,2.92082e-05,0.002,0.201867,0.985167,0.866167,0,11.0651,0.00366667,0.00152155,5.84624
10.49,0.000475289,0.88197,2.80789e-05,0.00193333,0.202633,0.985,0.866667,0,11.0647,0.00316667,0.00151184,5.84744
10.491,0.000460374,0.882365,2.56125e-05,0.00176667,0.203433,0.985167,0.866833,0,11.0642,0.003,0.00149225,5.84868
10.492,0.000452027,0.882768,2.41115e-05,0.00166667,0.2041,0.985333,0.866833,0,11.0638,0.003,0.00147548,5.84995
10.493,0.000448129,0.883174,2.526e-05,0.00173333,0.205067,0.985667,0.867,0,11.0633,0.00266667,0.00146817,5.85123
10.494,0.000446233,0.883574,2.38056e-05,0.00163333,0.2059,0.9855,0.867167,0,11.0629,0.00316667,0.00146297,5.85249
10.495,0.000458031,0.883959,2.8e-05,0.0019,0.206733,0.9855,0.867667,0,11.0624,0.0035,0.00147309,5.85371
10.496,0.000470819,0.884316,2.89192e-05,0.00196667,0.2072,0.985667,0.867833,0,11.062,0.00283333,0.00147644,5.85483
10.497,0.00046022,0.884677,2.65286e-05,0.0018,0.208,0.9855,0.868167,0,11.0616,0.00216667,0.00146445,5.85597
10.498,0.000453641,0.885041,2.65155e-05,0.0018,0.208733,0.985333,0.868167,0,11.0611,0.00266667,0.00145247,5.85712
10.499,0.000446236,0.885421,2.46689e-05,0.00166667,0.209567,0.985667,0.868333,0,11.0607,0.0025,0.00144461,5.85832
10.5,0.000442248,0.885807,2.47432e-05,0.00166667,0.210333,0.986,0.8685,0,11.0602,0.0025,0.00143244,5.85954
10.501,0.000444551,0.886178,2.46834e-05,0.00166667,0.2112,0.985833,0.868833,0,11.0598,0.00233333,0.00142711,5.86071
10.502,0.000450102,0.88654,2.67921e-05,0.0018,0.2119,0.985333,0.869333,0,11.0594,0.0035,0.001433,5.86185
10.503,0.000449461,0.886895,2.74e-05,0.00183333,0.2127,0.985333,0.8695,0,11.0589,0.00333333,0.00143152,5.86298
10.504,0.000460296,0.887236,2.92378e-05,0.00196667,0.2136,0.985,0.870333,0,11.0585,0.00316667,0.00143525,5.86404
10.505,0.000449656,0.887581,2.64766e-05,0.0018,0.214567,0.985,0.8705,0,11.0581,0.00266667,0.00142448,5.86513
10.506,0.000460759,0.887925,2.99655e-05,0.00203333,0.215367,0.985,0.870667,0,11.0576,0.00216667,0.00143039,5.8662
10.507,0.000450388,0.888267,2.74739e-05,0.00186667,0.216333,0.985167,0.871167,0,11.0572,0.00183333,0.00142186,5.86726
10.508,0.000437534,0.888627,2.48668e-05,0.0017,0.217133,0.985333,0.871667,0,11.0568,0.00283333,0.0014047,5.86839
10.509,0.000423683,0.888999,2.2333e-05,0.00153333,0.217967,0.9855,0.872167,0,11.0564,0.004,0.00138634,5.86955
10.51,0.000416017,0.889383,2.19626e-05,0.0015,0.218967,0.985833,0.872333,0,11.0559,0.00266667,0.00137197,5.87076
10.511,0.000406644,0.889769,2.01767e-05,0.00136667,0.219833,0.985833,0.872833,0,11.0555,0.00266667,0.00136302,5.87197
10.512,0.00040395,0.890154,1.9669e-05,0.00133333,0.220533,0.986167,0.872833,0,11.0551,0.0015,0.00135543,5.87318
10.513,0.000408505,0.890529,2.0562e-05,0.0014,0.221567,0.986,0.873333,0,11.0547,0.00233333,0.00134899,5.87436
10.514,0.000402199,0.890906,2.05815e-05,0.0014,0.2223,0.985833,0.873333,0,11.0543,0.0025,0.00133971,5.87554
10.515,0.000398426,0.89128,1.94728e-05,0.00133333,0.2232,0.985833,0.8735,0,11.0539,0.00233333,0.00133241,5.87671
10.516,0.000395132,0.891655,1.90108e-05,0.0013,0.223767,0.986,0.873667,0,11.0535,0.00216667,0.00132669,5.87789
10.517,0.000390037,0.892029,1.86611e-05,0.00126667,0.224733,0.986333,0.873833,0,11.053,0.00183333,0.00131925,5.87906
10.518,0.000389269,0.892399,1.80968e-05,0.00123333,0.2257,0.987,0.874167,0,11.0526,0.00183333,0.00131584,5.88022
10.519,0.000386836,0.892774,1.81444e-05,0.00123333,0.226833,0.987333,0.874833,0,11.0522,0.00183333,0.00131114,5.88139
10.52,0.000397589,0.893132,2.12113e-05,0.00143333,0.227633,0.9875,0.875333,0,11.0518,0.002,0.0013171,5.88251
10.521,0.000402494,0.893472,2.15831e-05,0.00146667,0.228533,0.987833,0.875333,0,11.0514,0.002,0.00131656,5.88357
10.522,0.00040608,0.893807,2.2453e-05,0.00153333,0.229433,0.988,0.875833,0,11.0511,0.00266667,0.0013127,5.88461
10.523,0.000391226,0.894153,1.94465e-05,0.00133333,0.2304,0.988333,0.876333,0,11.0507,0.00283333,0.00129536,5.88568
10.524,0.000385979,0.894506,1.89979e-05,0.0013,0.231233,0.988167,0.877,0,11.0503,0.002,0.00128857,5.88678
10.525,0.00039251,0.894852,2.12669e-05,0.00143333,0.2322,0.988333,0.877333,0,11.0499,0.0015,0.00129682,5.88786
10.526,0.000389413,0.89519,2.01476e-05,0.00136667,0.233033,0.988167,0.877833,0,11.0495,0.0035,0.0012931,5.88891
10.527,0.000396118,0.895522,2.17305e-05,0.00146667,0.233633,0.987167,0.878,0,11.0491,0.00333333,0.00129646,5.88994
10.528,0.000390908,0.89585,2.01769e-05,0.00136667,0.234567,0.9875,0.878833,0,11.0487,0.00166667,0.0012878,5.89096
10.529,0.000386157,0.896183,2.02509e-05,0.00136667,0.2355,0.988167,0.879333,0,11.0483,0.00216667,0.00128228,5.892
10.53,0.000392616,0.896506,2.16846e-05,0.00146667,0.236533,0.988333,0.879833,0,11.0479,0.00183333,0.00128555,5.893
10.531,0.000388059,0.896828,2.02633e-05,0.00136667,0.2371,0.988667,0.88,0,11.0476,0.00333333,0.00128138,5.894
10.532,0.000384867,0.897155,2.0721e-05,0.0014,0.2379,0.989,0.880333,0,11.0472,0.00283333,0.00127137,5.89501
10.533,0.000391812,0.897468,2.22336e-05,0.0015,0.238467,0.989333,0.880667,0,11.0468,0.00233333,0.00127382,5.89599
10.534,0.00039525,0.897773,2.27559e-05,0.00153333,0.239,0.989167,0.880833,0,11.0464,0.00366667,0.00127462,5.89693
10.535,0.000377387,0.898088,1.87239e-05,0.00126667,0.2401,0.989167,0.881,0,11.0461,0.0035,0.00125811,5.89791
10.536,0.000372858,0.898418,1.92444e-05,0.0013,0.241033,0.9895,0.8815,0,11.0457,0.00133333,0.00124407,5.89894
10.537,0.000380597,0.898733,2.12024e-05,0.00143333,0.241567,0.9895,0.881833,0,11.0453,0.00183333,0.00124862,5.89991
10.538,0.000373503,0.899048,1.97018e-05,0.00133333,0.242367,0.9895,0.882,0,11.0449,0.00216667,0.00124001,5.90089
10.539,0.000374126,0.899365,1.9554e-05,0.00133333,0.2432,0.989667,0.882833,0,11.0446,0.00266667,0.00123514,5.90187
10.54,0.000371386,0.899679,1.98246e-05,0.00133333,0.2439,0.99,0.883167,0,11.0442,0.00416667,0.00123219,5.90284
10.541,0.000385742,0.89997,2.25589e-05,0.0015,0.244567,0.990333,0.8835,0,11.0438,0.00183333,0.00124928,5.90375
10.542,0.000385088,0.900259,2.19673e-05,0.00146667,0.245333,0.9905,0.884167,0,11.0435,0.00233333,0.00124332,5.90464
10.543,0.000385172,0.900546,2.23409e-05,0.0015,0.2463,0.990667,0.8845,0,11.0431,0.003,0.00123669,5.90553
10.544,0.000379142,0.900838,2.17273e-05,0.00146667,0.247233,0.9905,0.884833,0,11.0428,0.003,0.00122577,5.90643
10.545,0.000371173,0.90113,1.96445e-05,0.00133333,0.248167,0.9905,0.885667,0,11.0424,0.00266667,0.00121816,5.90734
10.546,0.000365871,0.901435,1.95843e-05,0.00133333,0.249,0.990333,0.885833,0,11.042,0.00233333,0.00120571,5.90828
10.547,0.000361472,0.90174,1.84545e-05,0.00126667,0.2501,0.990667,0.886167,0,11.0417,0.00183333,0.00119871,5.90922
10.548,0.000361536,0.90204,1.84594e-05,0.00126667,0.250833,0.990833,0.886667,0,11.0413,0.00133333,0.00119941,5.91014
10.549,0.000358744,0.902343,1.84017e-05,0.00126667,0.2517,0.991,0.887,0,11.041,0.0025,0.00119335,5.91107
10.55,0.000357606,0.902643,1.79444e-05,0.00123333,0.2523,0.991,0.887333,0,11.0406,0.003,0.001191,5.912
10.551,0.000353773,0.902943,1.80352e-05,0.00123333,0.253067,0.991,0.8875,0,11.0403,0.00233333,0.00118694,5.91292
10.552,0.000359103,0.903233,1.92169e-05,0.0013,0.253467,0.991333,0.887667,0,11.0399,0.00216667,0.0011896,5.91382
10.553,0.000365489,0.903511,2.02838e-05,0.00136667,0.254467,0.991167,0.887833,0,11.0396,0.00166667,0.0011961,5.91467
10.554,0.000374824,0.903773,2.23333e-05,0.0015,0.255133,0.991667,0.888,0,11.0392,0.002,0.00120512,5.91548
10.555,0.000376741,0.904025,2.34599e-05,0.00156667,0.256333,0.991333,0.888167,0,11.0389,0.0025,0.00120996,5.91626
10.556,0.000383291,0.904266,2.43939e-05,0.00163333,0.256967,0.991167,0.889,0,11.0386,0.00216667,0.00121604,5.91699
10.557,0.000389989,0.904501,2.57544e-05,0.00173333,0.2577,0.991333,0.889167,0,11.0382,0.00316667,0.00121609,5.91771
10.558,0.000395652,0.904724,2.72377e-05,0.00183333,0.2583,0.991,0.889333,0,11.0379,0.00266667,0.00122267,5.91839
10.559,0.000396889,0.904939,2.72705e-05,0.00183333,0.259,0.990833,0.889333,0,11.0375,0.00266667,0.00122636,5.91904
10.56,0.000400316,0.905152,2.77833e-05,0.00186667,0.259467,0.990667,0.889667,0,11.0372,0.00166667,0.0012323,5.91969
10.561,0.000390966,0.905374,2.57575e-05,0.00173333,0.2602,0.9905,0.889833,0,11.0368,0.00216667,0.00122446,5.92037
10.562,0.000392831,0.905594,2.62755e-05,0.00176667,0.2609,0.990167,0.890167,0,11.0365,0.0025,0.00122635,5.92104
10.563,0.000383977,0.905824,2.43582e-05,0.00163333,0.261733,0.9905,0.890333,0,11.0362,0.00183333,0.00121698,5.92174
10.564,0.000385045,0.906051,2.49523e-05,0.00166667,0.2622,0.9905,0.890667,0,11.0358,0.002,0.00121946,5.92244
10.565,0.00038181,0.906282,2.43093e-05,0.00163333,0.262933,0.990833,0.891333,0,11.0355,0.00316667,0.0012091,5.92315
10.566,0.000375755,0.906518,2.33168e-05,0.00156667,0.263633,0.990833,0.8915,0,11.0352,0.0025,0.00119825,5.92387
10.567,0.000376278,0.906753,2.37132e-05,0.0016,0.2648,0.990667,0.891833,0,11.0348,0.00133333,0.00119193,5.92459
10.568,0.000376325,0.906983,2.4197e-05,0.00163333,0.265733,0.990667,0.892,0,11.0345,0.00283333,0.00119069,5.9253
10.569,0.000376188,0.90721,2.40984e-05,0.00163333,0.266833,0.991,0.892,0,11.0342,0.00283333,0.00118618,5.92599
10.57,0.000373282,0.907439,2.36379e-05,0.0016,0.267567,0.990833,0.892167,0,11.0339,0.00216667,0.00117998,5.92669
10.571,0.000366356,0.907669,2.21091e-05,0.0015,0.268333,0.9905,0.892333,0,11.0335,0.00216667,0.00117011,5.9274
10.572,0.000364848,0.907901,2.20806e-05,0.0015,0.2691,0.9905,0.892667,0,11.0332,0.00333333,0.0011609,5.92811
10.573,0.000355493,0.908138,2.07137e-05,0.0014,0.269833,0.990333,0.892667,0,11.0329,0.00266667,0.0011558,5.92884
10.574,0.0003572,0.908376,2.16404e-05,0.00146667,0.270733,0.9905,0.893,0,11.0326,0.002,0.00115306,5.92958
10.575,0.000356851,0.908611,2.12517e-05,0.00143333,0.271533,0.9905,0.893333,0,11.0322,0.0015,0.0011529,5.9303
10.576,0.000361638,0.908836,2.24732e-05,0.0015,0.272433,0.9905,0.893333,0,11.0319,0.00216667,0.00115578,5.93099
10.577,0.000359469,0.909056,2.18227e-05,0.00146667,0.2732,0.990833,0.8935,0,11.0316,0.00216667,0.0011506,5.93167
10.578,0.000374663,0.909266,2.52327e-05,0.0017,0.273833,0.990667,0.894,0,11.0313,0.00166667,0.0011567,5.93232
10.579,0.000369126,0.909465,2.35439e-05,0.0016,0.274467,0.9905,0.894333,0,11.031,0.00283333,0.00115127,5.93292
10.58,0.00036489,0.909678,2.28746e-05,0.00156667,0.275433,0.9905,0.894667,0,11.0306,0.0015,0.00114438,5.93357
10.581,0.000356243,0.909897,2.13136e-05,0.00146667,0.2759,0.990667,0.894833,0,11.0303,0.0025,0.0011354,5.93424
10.582,0.000356666,0.91012,2.21747e-05,0.00153333,0.2765,0.990333,0.895167,0,11.03,0.00183333,0.00113089,5.93491
10.583,0.0003595,0.910335,2.27474e-05,0.00156667,0.277133,0.990167,0.895667,0,11.0297,0.00266667,0.00113608,5.93557
10.584,0.000361351,0.910543,2.32339e-05,0.0016,0.2777,0.9905,0.895667,0,11.0294,0.00216667,0.00113508,5.9362
10.585,0.000364838,0.910741,2.43139e-05,0.00166667,0.278533,0.990667,0.895667,0,11.0291,0.0025,0.00113876,5.9368
10.586,0.000363994,0.910937,2.47363e-05,0.0017,0.2791,0.990167,0.896,0,11.0288,0.00166667,0.0011383,5.93739
10.587,0.000363358,0.91113,2.36615e-05,0.00163333,0.2799,0.99,0.896167,0,11.0285,0.00233333,0.001139,5.93797
10.588,0.000348236,0.91134,2.07219e-05,0.00143333,0.2807,0.99,0.896167,0,11.0281,0.00216667,0.00112421,5.93861
10.589,0.000332109,0.911571,1.82666e-05,0.00126667,0.281533,0.990167,0.896167,0,11.0278,0.00216667,0.00110534,5.93932
10.59,0.000334831,0.911802,1.87747e-05,0.0013,0.282333,0.989667,0.8965,0,11.0275,0.00216667,0.00110045,5.94003
10.591,0.000335034,0.912022,1.86881e-05,0.0013,0.2831,0.9895,0.896833,0,11.0272,0.002,0.0010977,5.9407
10.592,0.000333261,0.912244,1.87022e-05,0.0013,0.284,0.9895,0.897167,0,11.0269,0.00216667,0.00109079,5.94138
10.593,0.000331787,0.912466,1.86654e-05,0.0013,0.284533,0.9895,0.897333,0,11.0266,0.00283333,0.00108577,5.94206
10.594,0.00032932,0.912683,1.88083e-05,0.0013,0.2854,0.9895,0.897333,0,11.0263,0.002,0.00108595,5.94273
10.595,0.000324384,0.912902,1.71839e-05,0.0012,0.2862,0.9895,0.897667,0,11.026,0.002,0.00107852,5.9434
10.596,0.000314933,0.913135,1.56287e-05,0.0011,0.287133,0.9895,0.898,0,11.0257,0.00216667,0.00106446,5.94412
10.597,0.000315937,0.913365,1.62504e-05,0.00113333,0.287867,0.989667,0.898167,0,11.0254,0.00133333,0.00106473,5.94482
10.598,0.000314921,0.913591,1.56828e-05,0.0011,0.288733,0.989667,0.898667,0,11.0251,0.00283333,0.00106057,5.94551
10.599,0.000307803,0.913822,1.46874e-05,0.00103333,0.2897,0.9895,0.899,0,11.0248,0.00216667,0.00105305,5.94622
10.6,0.000296857,0.914066,1.27552e-05,0.0009,0.290433,0.99,0.899167,0,11.0245,0.00166667,0.00103769,5.94698
10.601,0.000295303,0.914313,1.33435e-05,0.000933333,0.2914,0.989833,0.8995,0,11.0242,0.00266667,0.00103285,5.94774
10.602,0.000298316,0.91455,1.33543e-05,0.000933333,0.2921,0.989833,0.9,0,11.0239,0.002,0.00103559,5.94847
10.603,0.000287357,0.914798,1.13656e-05,0.0008,0.292867,0.990333,0.900167,0,11.0237,0.00183333,0.00102222,5.94923
10.604,0.000284072,0.915047,1.14793e-05,0.0008,0.293367,0.9905,0.9005,0,11.0234,0.00216667,0.00101453,5.95
10.605,0.000286845,0.915291,1.20116e-05,0.000833333,0.294367,0.990667,0.901167,0,11.0231,0.0015,0.0010145,5.95075
10.606,0.000291899,0.915523,1.2979e-05,0.0009,0.295167,0.990667,0.9015,0,11.0228,0.00216667,0.00101636,5.95147
10.607,0.000303688,0.91574,1.53724e-05,0.00106667,0.295933,0.991,0.902333,0,11.0225,0.00283333,0.00102218,5.95213
10.608,0.000303251,0.915949,1.52972e-05,0.00106667,0.296833,0.991333,0.9025,0,11.0222,0.00216667,0.0010209,5.95277
10.609,0.000303949,0.916157,1.51893e-05,0.00106667,0.2976,0.991333,0.903,0,11.0219,0.002,0.00101514,5.95339
10.61,0.000302691,0.916361,1.52502e-05,0.00106667,0.298333,0.9915,0.903167,0,11.0216,0.00183333,0.00101173,5.95401
10.611,0.000300117,0.916568,1.46904e-05,0.00103333,0.299233,0.991667,0.903667,0,11.0213,0.0015,0.00100903,5.95464
10.612,0.000305945,0.916772,1.68454e-05,0.00116667,0.3,0.992,0.903667,0,11.021,0.002,0.00101629,5.95526
10.613,0.000313161,0.916958,1.79748e-05,0.00123333,0.300867,0.992167,0.903667,0,11.0208,0.00183333,0.00102165,5.95583
10.614,0.000311031,0.917142,1.73114e-05,0.0012,0.301833,0.992167,0.903833,0,11.0205,0.00133333,0.00101765,5.95638
10.615,0.000310946,0.917325,1.7284e-05,0.0012,0.302367,0.992333,0.904167,0,11.0202,0.0015,0.00101476,5.95693
10.616,0.000302441,0.917519,1.56896e-05,0.0011,0.303267,0.992333,0.904167,0,11.0199,0.00316667,0.00100465,5.95752
10.617,0.000292569,0.917724,1.36673e-05,0.000966667,0.304333,0.992333,0.904167,0,11.0196,0.00383333,0.000991077,5.95815
10.618,0.00028538,0.917938,1.27255e-05,0.0009,0.3053,0.991833,0.904167,0,11.0194,0.0015,0.000981829,5.9588
10.619,0.000283568,0.918155,1.27554e-05,0.0009,0.306067,0.991833,0.9045,0,11.0191,0.00133333,0.000977524,5.95946
10.62,0.000281387,0.918368,1.21895e-05,0.000866667,0.306833,0.991667,0.904667,0,11.0188,0.00133333,0.000973272,5.96011
10.621,0.000273679,0.918588,1.08517e-05,0.000766667,0.307833,0.991833,0.904667,0,11.0185,0.002,0.000967446,5.96079
10.622,0.00027743,0.918803,1.19355e-05,0.000833333,0.308733,0.991833,0.905167,0,11.0182,0.00133333,0.000970299,5.96145
10.623,0.000274844,0.919014,1.13669e-05,0.0008,0.309933,0.992,0.905667,0,11.018,0.00183333,0.000966059,5.96209
10.624,0.00027139,0.919229,1.08851e-05,0.000766667,0.310967,0.992333,0.905833,0,11.0177,0.00233333,0.000961068,5.96275
10.625,0.000275695,0.919437,1.18873e-05,0.000833333,0.311833,0.9925,0.906,0,11.0174,0.00166667,0.00096053,5.96339
10.626,0.000282469,0.919636,1.33542e-05,0.000933333,0.312233,0.9925,0.9065,0,11.0171,0.001,0.000961154,5.96399
10.627,0.000279414,0.919825,1.24458e-05,0.000866667,0.312967,0.992833,0.9065,0,11.0169,0.0015,0.000959821,5.96457
10.628,0.00027719,0.92002,1.30486e-05,0.0009,0.3139,0.992667,0.9065,0,11.0166,0.002,0.000959979,5.96516
10.629,0.00028544,0.920201,1.40952e-05,0.000966667,0.3146,0.992833,0.907167,0,11.0163,0.00216667,0.000967515,5.96571
10.63,0.000283573,0.920381,1.35437e-05,0.000933333,0.315533,0.993,0.907333,0,11.0161,0.00283333,0.000965716,5.96626
10.631,0.000278129,0.920568,1.30857e-05,0.0009,0.3162,0.993167,0.9075,0,11.0158,0.00216667,0.000959358,5.96683
10.632,0.000276248,0.920757,1.26756e-05,0.000866667,0.317033,0.993333,0.9075,0,11.0155,0.0025,0.000954807,5.9674
10.633,0.000273531,0.920945,1.16152e-05,0.0008,0.3179,0.993333,0.907833,0,11.0153,0.001,0.000950406,5.96798
10.634,0.000266002,0.921143,1.10952e-05,0.000766667,0.3188,0.9935,0.908833,0,11.015,0.0015,0.000938163,5.96858
10.635,0.00026923,0.921335,1.15391e-05,0.0008,0.3195,0.9935,0.909,0,11.0147,0.00266667,0.000937323,5.96917
10.636,0.000270768,0.921523,1.19652e-05,0.000833333,0.320267,0.993667,0.909167,0,11.0145,0.00183333,0.000935569,5.96974
10.637,0.000269309,0.921707,1.21361e-05,0.000833333,0.3211,0.993833,0.9095,0,11.0142,0.00166667,0.00093736,5.9703
10.638,0.00027103,0.921889,1.21225e-05,0.000833333,0.321867,0.993833,0.9095,0,11.0139,0.001,0.000935121,5.97085
10.639,0.00027503,0.922064,1.31037e-05,0.0009,0.322633,0.994,0.9095,0,11.0137,0.00233333,0.00093717,5.97138
10.64,0.00027022,0.922239,1.21895e-05,0.000833333,0.323433,0.993667,0.91,0,11.0134,0.00233333,0.000934041,5.97191
10.641,0.000272106,0.922413,1.26833e-05,0.000866667,0.324167,0.993667,0.91,0,11.0132,0.00216667,0.000936021,5.97244
10.642,0.000264403,0.922589,1.07644e-05,0.000733333,0.324933,0.993833,0.910167,0,11.0129,0.0015,0.000932839,5.97297
10.643,0.000261391,0.922774,1.07272e-05,0.000733333,0.325667,0.993833,0.910333,0,11.0127,0.00183333,0.000925796,5.97354
10.644,0.000258816,0.922958,1.02638e-05,0.0007,0.3263,0.993667,0.910333,0,11.0124,0.000833333,0.00092183,5.9741
10.645,0.000260556,0.92314,1.08307e-05,0.000733333,0.327,0.9935,0.910667,0,11.0121,0.00216667,0.000917625,5.97466
10.646,0.000262507,0.923315,1.12685e-05,0.000766667,0.327767,0.993167,0.911,0,11.0119,0.00166667,0.000915761,5.97519
10.647,0.000256765,0.923492,1.0216e-05,0.0007,0.3286,0.993167,0.911,0,11.0116,0.0015,0.000911962,5.97573
10.648,0.000253557,0.923674,9.75105e-06,0.000666667,0.329167,0.993333,0.911333,0,11.0114,0.00116667,0.000908481,5.97628
10.649,0.000250571,0.923858,9.24728e-06,0.000633333,0.329733,0.993333,0.9115,0,11.0111,0.0015,0.0009032,5.97684
10.65,0.00025165,0.92404,9.84682e-06,0.000666667,0.330433,0.9935,0.912167,0,11.0109,0.00316667,0.000901805,5.9774
10.651,0.000258745,0.924208,1.08742e-05,0.000733333,0.3311,0.993667,0.9125,0,11.0106,0.0015,0.000905862,5.97791
10.652,0.000261589,0.924372,1.16366e-05,0.0008,0.331867,0.993833,0.912833,0,11.0104,0.002,0.00090371,5.9784
10.653,0.000259632,0.924535,1.1015e-05,0.000766667,0.332667,0.994,0.913,0,11.0101,0.00166667,0.000901201,5.9789
10.654,0.000264644,0.924695,1.37503e-05,0.000933333,0.3333,0.993833,0.9135,0,11.0099,0.00183333,0.000905931,5.97937
10.655,0.0002779,0.924831,1.52446e-05,0.00103333,0.334033,0.994,0.9135,0,11.0096,0.00133333,0.000917346,5.97978
10.656,0.000277784,0.92496,1.47366e-05,0.001,0.334567,0.993667,0.913667,0,11.0094,0.0015,0.000921898,5.98017
10.657,0.000274852,0.925097,1.47836e-05,0.001,0.335333,0.993667,0.913833,0,11.0091,0.00133333,0.000919223,5.98057
10.658,0.000271019,0.925238,1.46486e-05,0.001,0.335867,0.9935,0.913833,0,11.0089,0.00183333,0.000915459,5.981
10.659,0.000267723,0.925379,1.30781e-05,0.0009,0.336833,0.9935,0.914,0,11.0086,0.00133333,0.000913013,5.98142
