Time,INa,IKr,IKs,Ito1,IK1,IKp,INaCa,INaK,IpCa,ICab,INab,ICa,JDHPR,Jup,Jtrpn,Jtr,Jxfer,IKv43,IKv14,IKv14_K,IKv14_Na,Ito2,Istim,Itot
4.233,-4.26767e-06,0.0897523,0.00067204,4.40476e-08,2.79427,1.47661e-08,-1.28784,0.179538,0.0222102,-0.0448916,-0.149265,0,-0,0.000250291,-0.000132852,0.0002141,8.48884e-05,1.46463e-07,-1.02415e-07,1.21813e-06,-1.32054e-06,-0.0914526,0,1.51298
4.234,-3.18005e-06,0.074934,-0.0139256,-1.1913e-07,2.65736,1.02675e-08,-1.29733,0.1757,0.02216,-0.0452924,-0.150729,0,-0,0.000249461,-0.000133392,0.000213414,8.50265e-05,7.95262e-08,-1.98656e-07,7.72413e-07,-9.7107e-07,-0.0971794,0,1.32569
4.235,-2.47884e-06,0.0626956,-0.0262057,-1.75317e-07,2.50902,7.41485e-09,-1.30392,0.172364,0.0221112,-0.0456407,-0.15199,0,-0,0.000248654,-0.000133683,0.000212833,8.62638e-05,4.50617e-08,-2.20379e-07,4.94043e-07,-7.14422e-07,-0.0764094,0,1.16203
4.236,-2.00669e-06,0.0527313,-0.0362245,-1.78952e-07,2.36135,5.57916e-09,-1.30755,0.169546,0.0220629,-0.0459372,-0.153048,0,-0,0.000247856,-0.000133871,0.000212265,8.88169e-05,2.69646e-08,-2.05916e-07,3.19478e-07,-5.25394e-07,-0.115908,0,0.947029
4.237,-1.70502e-06,0.044667,-0.0442072,-1.60258e-07,2.2228,4.37002e-09,-1.3088,0.16721,0.0220162,-0.0461857,-0.153921,0,-0,0.000247083,-0.000133613,0.000211868,9.04514e-05,1.72278e-08,-1.77486e-07,2.09773e-07,-3.87259e-07,-0.120254,0,0.78332
4.238,-1.49075e-06,0.0381516,-0.0504077,-1.34894e-07,2.09874,3.55604e-09,-1.3076,0.165306,0.0219688,-0.0463927,-0.154629,0,-0,0.000246303,-0.000133371,0.000211353,8.8973e-05,1.1785e-08,-1.46679e-07,1.40569e-07,-2.87248e-07,-0.133419,0,0.631725
4.239,-1.32814e-06,0.0327755,-0.055401,-1.10935e-07,1.98557,2.96805e-09,-1.30481,0.163693,0.0219213,-0.0465721,-0.155228,0,-0,0.000245519,-0.000133211,0.000210806,8.97684e-05,8.56291e-09,-1.19498e-07,9.62848e-08,-2.15783e-07,-0.0929777,0,0.548971
4.24,-1.20711e-06,0.0284214,-0.0592334,-9.10744e-08,1.88739,2.54755e-09,-1.30078,0.162373,0.0218747,-0.0467228,-0.155717,0,-0,0.000244753,-0.000132933,0.000210287,9.03112e-05,6.58626e-09,-9.76606e-08,6.834e-08,-1.66001e-07,-0.103727,0,0.433871
4.241,-1.13288e-06,0.0248698,-0.0620035,-7.55327e-08,1.80586,2.24855e-09,-1.2953,0.161326,0.0218276,-0.0468481,-0.156104,0,-0,0.000243978,-0.000132661,0.000209686,8.80379e-05,5.33417e-09,-8.08669e-08,5.05768e-08,-1.31444e-07,-0.111194,0,0.342434
4.242,-1.07399e-06,0.0219837,-0.0638789,-6.42305e-08,1.74061,2.0366e-09,-1.2884,0.160518,0.0217791,-0.0469516,-0.156403,0,-0,0.000243183,-0.000132691,0.000208957,8.81804e-05,4.52832e-09,-6.87588e-08,3.93983e-08,-1.08157e-07,-0.113652,0,0.275604
4.243,-1.03078e-06,0.0195485,-0.0652625,-5.63519e-08,1.68428,1.87056e-09,-1.28124,0.159838,0.0217319,-0.0470421,-0.156654,0,-0,0.00024241,-0.000132472,0.000208307,8.74281e-05,3.96553e-09,-6.03174e-08,3.20847e-08,-9.24021e-08,-0.119262,0,0.215942
4.244,-1.00556e-06,0.0174925,-0.0661905,-5.09585e-08,1.63717,1.74244e-09,-1.27339,0.159283,0.021684,-0.0471212,-0.156859,0,-0,0.000241626,-0.000132487,0.000207493,8.29794e-05,3.56202e-09,-5.45205e-08,2.72706e-08,-8.1791e-08,-0.105087,0,0.186975
4.245,-9.85157e-07,0.0157538,-0.0666977,-4.73751e-08,1.59937,1.6461e-09,-1.26473,0.158846,0.0216344,-0.0471902,-0.15702,0,-0,0.000240818,-0.000132863,0.000206513,8.07965e-05,3.27476e-09,-5.06499e-08,2.41223e-08,-7.47721e-08,-0.100558,0,0.159403
4.246,-9.60974e-07,0.0142305,-0.0669767,-4.50362e-08,1.56642,1.56646e-09,-1.2559,0.158471,0.0215849,-0.0472531,-0.157159,0,-0,0.000240012,-0.000133137,0.000205573,7.90681e-05,3.05362e-09,-4.80898e-08,2.19486e-08,-7.00384e-08,-0.0942814,0,0.139142
4.247,-9.47337e-07,0.0128896,-0.0670565,-4.35544e-08,1.53792,1.50065e-09,-1.24685,0.15815,0.0215352,-0.047311,-0.157277,0,-0,0.000239202,-0.000133369,0.000204691,8.09071e-05,2.87925e-09,-4.64336e-08,2.04285e-08,-6.68621e-08,-0.111141,0,0.100862
4.248,-9.53763e-07,0.0117491,-0.0667984,-4.27908e-08,1.51829,1.45688e-09,-1.23759,0.157932,0.0214862,-0.0473589,-0.157358,0,-0,0.000238403,-0.000133314,0.000203923,8.1052e-05,2.76365e-09,-4.55545e-08,1.95417e-08,-6.50962e-08,-0.119668,0,0.080684
4.249,-9.41493e-07,0.0107132,-0.0665289,-4.24393e-08,1.49879,1.41462e-09,-1.22848,0.157717,0.0214375,-0.0474061,-0.157437,0,-0,0.00023761,-0.000133255,0.000203139,8.09309e-05,2.6641e-09,-4.51034e-08,1.88689e-08,-6.39723e-08,-0.104911,0,0.0838973
4.25,-9.36077e-07,0.00977142,-0.0661917,-4.23533e-08,1.48073,1.37654e-09,-1.21943,0.15752,0.021389,-0.0474516,-0.15751,0,-0,0.00023682,-0.000133027,0.000202416,8.04926e-05,2.57689e-09,-4.49302e-08,1.8365e-08,-6.32952e-08,-0.101759,0,0.0770651
4.251,-9.30411e-07,0.00892593,-0.0658017,-4.24258e-08,1.4642,1.34252e-09,-1.21053,0.15734,0.0213411,-0.0474949,-0.157576,0,-0,0.000236041,-0.000132733,0.000201727,8.05231e-05,2.49909e-09,-4.49249e-08,1.79764e-08,-6.29013e-08,-0.123643,0,0.04676
4.252,-9.32765e-07,0.00819382,-0.0652305,-4.27421e-08,1.45332,1.32058e-09,-1.2014,0.157224,0.021293,-0.0475324,-0.157619,0,-0,0.000235259,-0.000132549,0.000200962,7.81586e-05,2.45039e-09,-4.51925e-08,1.78322e-08,-6.30247e-08,-0.122099,0,0.0461544
4.253,-9.36852e-07,0.00750195,-0.064713,-4.31049e-08,1.44042,1.295e-09,-1.19232,0.157085,0.0212442,-0.0475722,-0.157671,0,-0,0.000234467,-0.000132392,0.000200212,7.88721e-05,2.39747e-09,-4.55024e-08,1.76589e-08,-6.31613e-08,-0.110527,0,0.0534488
4.254,-9.26209e-07,0.00687735,-0.0641571,-4.3533e-08,1.42885,1.27244e-09,-1.18356,0.156962,0.0211968,-0.0476097,-0.157716,0,-0,0.000233697,-0.000131957,0.000199606,8.04287e-05,2.351e-09,-4.5884e-08,1.75437e-08,-6.34278e-08,-0.103942,0,0.0569084
4.255,-9.24724e-07,0.00629328,-0.0636754,-4.39048e-08,1.41493,1.24578e-09,-1.17493,0.156814,0.0211491,-0.0476496,-0.157771,0,-0,0.000232924,-0.000131652,0.000198897,7.94921e-05,2.29562e-09,-4.62004e-08,1.73506e-08,-6.3551e-08,-0.115829,0,0.0393278
4.256,-9.17105e-07,0.00576057,-0.0631396,-4.43247e-08,1.40246,1.22233e-09,-1.16633,0.156682,0.0211014,-0.0476879,-0.15782,0,-0,0.000232151,-0.000131246,0.000198267,8.0974e-05,2.2473e-09,-4.6572e-08,1.7211e-08,-6.3783e-08,-0.0957966,0,0.0552278
4.257,-9.09179e-07,0.00527657,-0.0625901,-4.47519e-08,1.39058,1.20036e-09,-1.15793,0.156557,0.0210545,-0.0477252,-0.157866,0,-0,0.000231389,-0.000130739,0.000197644,8.01945e-05,2.20218e-09,-4.69541e-08,1.7088e-08,-6.40421e-08,-0.090855,0,0.0565016
4.258,-8.99065e-07,0.00483146,-0.0620615,-4.51373e-08,1.37808,1.17766e-09,-1.14972,0.156426,0.021008,-0.0477626,-0.157914,0,-0,0.000230636,-0.000130195,0.000197054,8.00964e-05,2.15424e-09,-4.72916e-08,1.6935e-08,-6.42266e-08,-0.116227,0,0.0266596
4.259,-8.96464e-07,0.00444326,-0.0614018,-4.5677e-08,1.37042,1.16393e-09,-1.14137,0.156347,0.0209615,-0.0477951,-0.157944,0,-0,0.000229884,-0.000129727,0.000196422,7.98479e-05,2.12677e-09,-4.78038e-08,1.69496e-08,-6.47534e-08,-0.0960809,0,0.0475783
4.26,-8.74394e-07,0.00405938,-0.0609131,-4.60304e-08,1.35632,1.13904e-09,-1.13321,0.1562,0.0209139,-0.0478345,-0.157998,0,-0,0.000229116,-0.000129389,0.000195679,7.63018e-05,2.07615e-09,-4.81066e-08,1.67482e-08,-6.48547e-08,-0.0877659,0,0.0497769
4.261,-8.70359e-07,0.00371609,-0.0603707,-4.64089e-08,1.3443,1.1182e-09,-1.12489,0.156076,0.0208656,-0.047872,-0.158044,0,-0,0.000228337,-0.000129265,0.000194897,7.76394e-05,2.03249e-09,-4.84413e-08,1.66037e-08,-6.50451e-08,-0.0963101,0,0.0374735
4.262,-8.53884e-07,0.00340822,-0.0597819,-4.68255e-08,1.33421,1.10095e-09,-1.1169,0.155972,0.0208191,-0.0479066,-0.158082,0,-0,0.000227587,-0.000128781,0.000194311,7.90469e-05,1.99601e-09,-4.88215e-08,1.65158e-08,-6.53373e-08,-0.106545,0,0.0251848
4.263,-8.47803e-07,0.00312863,-0.0591336,-4.73227e-08,1.32616,1.08739e-09,-1.10891,0.15589,0.0207727,-0.0479391,-0.158113,0,-0,0.000226837,-0.000128201,0.000193751,8.02031e-05,1.96823e-09,-4.92909e-08,1.65009e-08,-6.57919e-08,-0.110007,0,0.021852
4.264,-8.38026e-07,0.00286726,-0.0585421,-4.77727e-08,1.31617,1.07074e-09,-1.10115,0.155788,0.0207266,-0.0479732,-0.15815,0,-0,0.000226094,-0.000127593,0.000193184,8.04866e-05,1.93605e-09,-4.97088e-08,1.64254e-08,-6.61342e-08,-0.0982484,0,0.0314876
4.265,-8.34976e-07,0.00263886,-0.057843,-4.83519e-08,1.31072,1.06174e-09,-1.09343,0.155733,0.0206815,-0.0480023,-0.158171,0,-0,0.000225366,-0.000126855,0.000192704,8.17882e-05,1.91793e-09,-5.02699e-08,1.6493e-08,-6.67628e-08,-0.115244,0,0.0170741
4.266,-8.29921e-07,0.00242674,-0.0571769,-4.89101e-08,1.30428,1.05121e-09,-1.08581,0.155669,0.0206362,-0.0480324,-0.158195,0,-0,0.000224636,-0.000126212,0.000192149,8.13305e-05,1.89783e-09,-5.08079e-08,1.65298e-08,-6.73378e-08,-0.123789,0,0.0100073
4.267,-8.22952e-07,0.00222977,-0.0565436,-4.94628e-08,1.29681,1.03912e-09,-1.07829,0.155593,0.0205909,-0.0480634,-0.158223,0,-0,0.000223907,-0.000125635,0.000191548,7.96467e-05,1.87687e-09,-5.13396e-08,1.65405e-08,-6.78801e-08,-0.0882367,0,0.0458717
4.268,-8.18622e-07,0.00204173,-0.0559723,-4.98607e-08,1.28659,1.02274e-09,-1.07078,0.15549,0.0205445,-0.0480974,-0.158261,0,-0,0.000223162,-0.000125189,0.000190909,8.10752e-05,1.84165e-09,-5.17024e-08,1.64356e-08,-6.8138e-08,-0.117189,0,0.0143625
4.269,-8.05463e-07,0.0018764,-0.0553163,-5.04028e-08,1.28023,1.01268e-09,-1.06344,0.155426,0.0204997,-0.0481269,-0.158284,0,-0,0.000222441,-0.00012448,0.000190409,8.10044e-05,1.82229e-09,-5.22251e-08,1.64638e-08,-6.86889e-08,-0.105359,0,0.0275054
4.27,-8.06328e-07,0.00172438,-0.0546723,-5.09347e-08,1.27371,1.00244e-09,-1.05627,0.155361,0.0204555,-0.0481562,-0.158309,0,-0,0.00022173,-0.00012371,0.000189989,8.49271e-05,1.80302e-09,-5.27377e-08,1.64835e-08,-6.92213e-08,-0.10372,0,0.030121
4.271,-7.87507e-07,0.00158,-0.0541111,-5.13409e-08,1.26387,9.87157e-10,-1.04944,0.155262,0.020412,-0.0481882,-0.158345,0,-0,0.000221032,-0.000122851,0.000189519,8.17208e-05,1.77291e-09,-5.31138e-08,1.63874e-08,-6.95012e-08,-0.0850892,0,0.0459518
4.272,-7.81712e-07,0.00144671,-0.0535754,-5.16589e-08,1.25314,9.70727e-10,-1.04252,0.155155,0.0203676,-0.0482214,-0.158385,0,-0,0.000220319,-0.000122288,0.000188951,8.28557e-05,1.7379e-09,-5.33968e-08,1.62431e-08,-6.96399e-08,-0.100499,0,0.0269045
4.273,-7.71482e-07,0.00132575,-0.0529933,-5.20469e-08,1.2443,9.5736e-10,-1.03573,0.155067,0.0203239,-0.0482524,-0.158417,0,-0,0.000219618,-0.000121494,0.000188541,8.44275e-05,1.71062e-09,-5.37575e-08,1.61626e-08,-6.99201e-08,-0.103986,0,0.0216386
4.274,-7.64214e-07,0.00121744,-0.0523727,-5.25136e-08,1.23756,9.47275e-10,-1.02891,0.155,0.0202803,-0.0482813,-0.158442,0,-0,0.000218918,-0.00012078,0.000188016,8.19107e-05,1.69018e-09,-5.42038e-08,1.61519e-08,-7.03556e-08,-0.0921065,0,0.0339446
4.275,-7.55418e-07,0.0011171,-0.0517804,-5.29261e-08,1.22985,9.35847e-10,-1.02193,0.154924,0.020235,-0.0483118,-0.15847,0,-0,0.000218195,-0.000120448,0.000187321,8.00749e-05,1.66627e-09,-5.45923e-08,1.61019e-08,-7.06943e-08,-0.0972881,0,0.0283382
4.276,-7.4656e-07,0.00102511,-0.0511956,-5.33443e-08,1.22211,9.24506e-10,-1.01501,0.154848,0.0201897,-0.0483424,-0.158499,0,-0,0.000217472,-0.000120159,0.000186652,8.01255e-05,1.64402e-09,-5.49883e-08,1.60528e-08,-7.10411e-08,-0.0922289,0,0.0329001
4.277,-7.36686e-07,0.000940152,-0.0506327,-5.37079e-08,1.21365,9.1222e-10,-1.00824,0.154764,0.0201448,-0.0483733,-0.158529,0,-0,0.000216755,-0.000119816,0.000186041,8.1514e-05,1.61822e-09,-5.53261e-08,1.59701e-08,-7.12962e-08,-0.0957141,0,0.0280039
4.278,-7.18156e-07,0.00086026,-0.0500942,-5.403e-08,1.20379,8.98087e-10,-1.00178,0.154667,0.0201011,-0.0484048,-0.158565,0,-0,0.000216058,-0.000119142,0.000185577,8.1823e-05,1.59038e-09,-5.56204e-08,1.58449e-08,-7.14653e-08,-0.0735565,0,0.0470197
4.279,-7.11083e-07,0.000785922,-0.0495963,-5.42316e-08,1.19217,8.81655e-10,-0.995419,0.154552,0.0200574,-0.048438,-0.158608,0,-0,0.000215359,-0.000118557,0.000185106,8.55246e-05,1.55543e-09,-5.5787e-08,1.56467e-08,-7.14336e-08,-0.0821905,0,0.0333127
4.28,-6.96932e-07,0.000721567,-0.0490081,-5.45986e-08,1.18548,8.72312e-10,-0.989282,0.154487,0.0200159,-0.0484653,-0.158632,0,-0,0.000214695,-0.000117593,0.000184805,8.66886e-05,1.53396e-09,-5.61325e-08,1.56027e-08,-7.17352e-08,-0.111363,0,0.00395633
4.281,-7.04122e-07,0.00066654,-0.0483101,-5.52636e-08,1.18497,8.71597e-10,-0.982964,0.154484,0.0199743,-0.0484869,-0.158633,0,-0,0.000214031,-0.000116715,0.000184405,8.45373e-05,1.53339e-09,-5.6797e-08,1.57764e-08,-7.25734e-08,-0.114794,0,0.00690164
4.282,-6.91605e-07,0.000612811,-0.0477132,-5.57699e-08,1.17959,8.64153e-10,-0.976727,0.154432,0.0199318,-0.0485134,-0.158652,0,-0,0.000213354,-0.000116087,0.000183902,8.39549e-05,1.5206e-09,-5.72905e-08,1.57987e-08,-7.30891e-08,-0.0925624,0,0.0303994
4.283,-6.87009e-07,0.000561095,-0.0472035,-5.60546e-08,1.16991,8.50877e-10,-0.970712,0.154338,0.0198895,-0.0485438,-0.158687,0,-0,0.000212679,-0.000115489,0.00018342,8.46441e-05,1.49355e-09,-5.75481e-08,1.56637e-08,-7.32118e-08,-0.0943532,0,0.0251993
4.284,-6.8013e-07,0.000515041,-0.0466277,-5.6459e-08,1.16371,8.42459e-10,-0.964515,0.154278,0.0198464,-0.0485712,-0.158709,0,-0,0.000211994,-0.000114974,0.000182886,8.5443e-05,1.47531e-09,-5.79344e-08,1.5637e-08,-7.35713e-08,-0.10985,0,0.0100754
4.285,-6.75117e-07,0.000473494,-0.0460328,-5.69495e-08,1.15899,8.36095e-10,-0.958437,0.154233,0.0198041,-0.0485969,-0.158726,0,-0,0.000211321,-0.000114343,0.000182401,8.55945e-05,1.46346e-09,-5.84129e-08,1.56655e-08,-7.40785e-08,-0.0978735,0,0.0238312
4.286,-6.67608e-07,0.000434469,-0.0454814,-5.73446e-08,1.15225,8.27087e-10,-0.952515,0.154168,0.019762,-0.0486242,-0.15875,0,-0,0.000210652,-0.000113717,0.000181925,8.53948e-05,1.44575e-09,-5.87904e-08,1.56231e-08,-7.44135e-08,-0.0876201,0,0.033627
4.287,-6.59695e-07,0.000398545,-0.0449441,-5.76946e-08,1.14511,8.17613e-10,-0.946805,0.154099,0.019721,-0.0486513,-0.158776,0,-0,0.00021,-0.000112948,0.000181552,8.79488e-05,1.42582e-09,-5.91204e-08,1.55587e-08,-7.46791e-08,-0.0928293,0,0.0273214
4.288,-6.53327e-07,0.00036611,-0.0443918,-5.80829e-08,1.13926,8.09929e-10,-0.941401,0.154043,0.0196821,-0.0486761,-0.158796,0,-0,0.00020938,-0.000111845,0.000181379,9.21691e-05,1.40953e-09,-5.94925e-08,1.55322e-08,-7.50246e-08,-0.104913,0,0.0151757
4.289,-6.46547e-07,0.000336205,-0.0438533,-5.84747e-08,1.13301,8.01774e-10,-0.936019,0.153984,0.0196431,-0.0487014,-0.158818,0,-0,0.000208758,-0.000110876,0.000181034,8.85322e-05,1.39392e-09,-5.98686e-08,1.54973e-08,-7.53659e-08,-0.0877598,0,0.0318222
4.29,-6.30007e-07,0.0003075,-0.0433635,-5.87068e-08,1.12371,7.8976e-10,-0.930513,0.153894,0.0196021,-0.0487303,-0.158851,0,-0,0.000208108,-0.00011023,0.000180548,8.87567e-05,1.36939e-09,-6.00762e-08,1.53539e-08,-7.54301e-08,-0.0912712,0,0.024784
4.291,-6.3121e-07,0.000282566,-0.0428079,-5.9115e-08,1.11886,7.83556e-10,-0.925042,0.153848,0.0195621,-0.0487546,-0.158868,0,-0,0.000207474,-0.000109456,0.000180186,9.06061e-05,1.3553e-09,-6.04703e-08,1.53519e-08,-7.58222e-08,-0.0964758,0,0.020606
4.292,-6.18024e-07,0.000259227,-0.0422868,-5.94544e-08,1.11232,7.75242e-10,-0.91965,0.153786,0.0195221,-0.0487805,-0.158891,0,-0,0.000206838,-0.000108772,0.000179724,8.84896e-05,1.33873e-09,-6.07931e-08,1.52953e-08,-7.60884e-08,-0.10687,0,0.00940659
4.293,-6.19407e-07,0.000238293,-0.0417434,-5.98848e-08,1.10763,7.69333e-10,-0.914297,0.153742,0.0194824,-0.0488044,-0.158908,0,-0,0.00020621,-0.000108058,0.000179329,8.99215e-05,1.32718e-09,-6.1212e-08,1.53013e-08,-7.65132e-08,-0.103462,0,0.0138809
4.294,-6.06867e-07,0.00021875,-0.0412293,-6.02495e-08,1.10153,7.6169e-10,-0.908916,0.153684,0.0194419,-0.04883,-0.158929,0,-0,0.00020557,-0.000107555,0.000178778,8.66513e-05,1.31225e-09,-6.15617e-08,1.52593e-08,-7.6821e-08,-0.0862611,0,0.0307107
4.295,-6.05734e-07,0.000200656,-0.0407352,-6.05313e-08,1.09456,7.53029e-10,-0.9034,0.153618,0.0193999,-0.048857,-0.158954,0,-0,0.000204909,-0.000107369,0.000178088,8.50798e-05,1.29328e-09,-6.18245e-08,1.51769e-08,-7.70014e-08,-0.107024,0,0.00880882
4.296,-5.98046e-07,0.000184526,-0.0402125,-6.09314e-08,1.08994,7.47334e-10,-0.89803,0.153575,0.0193593,-0.0488812,-0.15897,0,-0,0.000204267,-0.000106948,0.000177607,8.86702e-05,1.28157e-09,-6.2213e-08,1.51744e-08,-7.73874e-08,-0.108791,0,0.00817493
4.297,-5.92802e-07,0.000169287,-0.0396928,-6.13262e-08,1.08469,7.40894e-10,-0.892699,0.153526,0.0193185,-0.0489061,-0.158988,0,-0,0.000203623,-0.000106414,0.000177098,8.74372e-05,1.26917e-09,-6.25953e-08,1.51563e-08,-7.77516e-08,-0.103655,0,0.0137579
4.298,-5.86606e-07,0.000155113,-0.0391916,-6.16708e-08,1.07847,7.33332e-10,-0.887396,0.153467,0.0192774,-0.0489319,-0.15901,0,-0,0.000202974,-0.000105944,0.000176571,8.82214e-05,1.25413e-09,-6.29249e-08,1.51043e-08,-7.80292e-08,-0.0933361,0,0.0235027
4.299,-5.79593e-07,0.000142016,-0.0387071,-6.19566e-08,1.0715,7.24923e-10,-0.882217,0.153402,0.0192367,-0.0489581,-0.159034,0,-0,0.000202333,-0.000105423,0.000176071,8.7794e-05,1.23693e-09,-6.31935e-08,1.50213e-08,-7.82148e-08,-0.0882003,0,0.0271614
4.3,-5.73867e-07,0.000130343,-0.0382232,-6.22852e-08,1.06557,7.17834e-10,-0.877004,0.153346,0.0191957,-0.0489835,-0.159054,0,-0,0.000201688,-0.000105115,0.000175475,8.5617e-05,1.22277e-09,-6.3508e-08,1.49709e-08,-7.84789e-08,-0.0674793,0,0.0475005
4.301,-5.63889e-07,0.000119117,-0.0378003,-6.23764e-08,1.0556,7.0602e-10,-0.871852,0.153252,0.019154,-0.0490128,-0.159089,0,-0,0.000201032,-0.000104966,0.000174773,8.30109e-05,1.19814e-09,-6.35746e-08,1.47773e-08,-7.83519e-08,-0.086581,0,0.0237887
4.302,-5.60832e-07,0.000109694,-0.0372923,-6.2792e-08,1.05245,7.02316e-10,-0.866333,0.153223,0.0191107,-0.0490368,-0.1591,0,-0,0.000200355,-0.000105115,0.000173913,8.07428e-05,1.1896e-09,-6.39816e-08,1.48057e-08,-7.87873e-08,-0.100459,0,0.0126679
4.303,-5.55188e-07,0.000100642,-0.0368231,-6.31019e-08,1.04649,6.95362e-10,-0.860879,0.153168,0.019067,-0.0490634,-0.15912,0,-0,0.00019967,-0.000105257,0.000173101,8.00867e-05,1.17622e-09,-6.42781e-08,1.47494e-08,-7.90275e-08,-0.0883767,0,0.0245638
4.304,-5.50575e-07,9.2434e-05,-0.0363456,-6.34549e-08,1.04156,6.89645e-10,-0.855448,0.153122,0.0190233,-0.0490891,-0.159137,0,-0,0.000198985,-0.00010535,0.000172311,7.98583e-05,1.16479e-09,-6.46197e-08,1.47243e-08,-7.9344e-08,-0.0866778,0,0.0271026
4.305,-5.45044e-07,8.47661e-05,-0.0358811,-6.37504e-08,1.03577,6.8297e-10,-0.850006,0.153068,0.018979,-0.0491157,-0.159157,0,-0,0.000198292,-0.000105476,0.000171489,7.74606e-05,1.1511e-09,-6.49015e-08,1.4667e-08,-7.95685e-08,-0.093655,0,0.020086
4.306,-5.39129e-07,7.76691e-05,-0.0354297,-6.40262e-08,1.02931,6.75589e-10,-0.844787,0.153008,0.018936,-0.0491423,-0.159179,0,-0,0.000197617,-0.000105342,0.000170888,8.05068e-05,1.13654e-09,-6.51627e-08,1.45908e-08,-7.97536e-08,-0.079821,0,0.0329758
4.307,-5.32706e-07,7.11423e-05,-0.0349883,-6.42379e-08,1.02249,6.67853e-10,-0.839737,0.152945,0.0188939,-0.0491687,-0.159203,0,-0,0.000196957,-0.000105051,0.000170317,8.00826e-05,1.11977e-09,-6.53577e-08,1.44921e-08,-7.98498e-08,-0.0954895,0,0.015813
4.308,-5.25633e-07,6.50807e-05,-0.0345654,-6.4422e-08,1.01454,6.58923e-10,-0.834822,0.152871,0.0188524,-0.0491958,-0.15923,0,-0,0.000196305,-0.000104675,0.000169778,8.0582e-05,1.1027e-09,-6.55247e-08,1.43639e-08,-7.98886e-08,-0.0747021,0,0.0338136
4.309,-5.17046e-07,5.9474e-05,-0.03417,-6.44768e-08,1.00504,6.48361e-10,-0.82998,0.152782,0.0188108,-0.0492243,-0.159263,0,-0,0.000195652,-0.000104397,0.000169172,7.84053e-05,1.08075e-09,-6.55575e-08,1.41751e-08,-7.97327e-08,-0.0712807,0,0.0327706
4.31,-5.10732e-07,5.44768e-05,-0.0337475,-6.46429e-08,0.997952,6.40571e-10,-0.825013,0.152717,0.0187685,-0.0492509,-0.159287,0,-0,0.000194989,-0.000104217,0.000168534,7.78379e-05,1.06426e-09,-6.57071e-08,1.40622e-08,-7.97693e-08,-0.0904548,0,0.0117379
4.311,-5.07665e-07,5.00793e-05,-0.033286,-6.50067e-08,0.994431,6.36725e-10,-0.819941,0.152685,0.0187258,-0.0492745,-0.159299,0,-0,0.000194321,-0.000104051,0.000167873,7.69215e-05,1.05591e-09,-6.60626e-08,1.40661e-08,-8.01286e-08,-0.10092,0,0.00317195
4.312,-5.0243e-07,4.59635e-05,-0.0328681,-6.52458e-08,0.988302,6.30069e-10,-0.814925,0.152629,0.0186827,-0.0493006,-0.15932,0,-0,0.000193648,-0.00010408,0.000167111,7.46423e-05,1.04324e-09,-6.6289e-08,1.39887e-08,-8.02777e-08,-0.0905228,0,0.0127229
4.313,-5.01361e-07,4.2399e-05,-0.032398,-6.5741e-08,0.987013,6.28677e-10,-0.809822,0.152618,0.0186397,-0.0493224,-0.159324,0,-0,0.000192975,-0.000104025,0.000166436,7.54467e-05,1.04045e-09,-6.67814e-08,1.4066e-08,-8.08475e-08,-0.0922728,0,0.0151741
4.314,-4.98213e-07,3.89614e-05,-0.0319553,-6.61222e-08,0.98324,6.24612e-10,-0.804709,0.152584,0.0185957,-0.0493468,-0.159336,0,-0,0.000192288,-0.000104026,0.000165706,7.4488e-05,1.03249e-09,-6.71547e-08,1.40668e-08,-8.12215e-08,-0.0888168,0,0.0202945
4.315,-4.91403e-07,3.56798e-05,-0.0315732,-6.625e-08,0.97517,6.1598e-10,-0.799916,0.15251,0.0185531,-0.0493743,-0.159364,0,-0,0.000191621,-0.000103913,0.000165046,7.41674e-05,1.01575e-09,-6.72658e-08,1.39241e-08,-8.11898e-08,-0.0784168,0,0.0276231
4.316,-4.86958e-07,3.27432e-05,-0.0311583,-6.65076e-08,0.969911,6.10402e-10,-0.794996,0.152462,0.0185097,-0.0493996,-0.159381,0,-0,0.000190944,-0.000103808,0.000164366,7.37711e-05,1.00386e-09,-6.75115e-08,1.38671e-08,-8.13785e-08,-0.0941383,0,0.0118415
4.317,-4.83171e-07,3.01055e-05,-0.0307484,-6.68036e-08,0.965268,6.05507e-10,-0.790273,0.15242,0.0184679,-0.0494236,-0.159397,0,-0,0.00019029,-0.000103539,0.000163801,7.43536e-05,9.94557e-10,-6.77981e-08,1.38307e-08,-8.16289e-08,-0.0837085,0,0.0226344
4.318,-4.78456e-07,2.76469e-05,-0.0303577,-6.7033e-08,0.959353,5.99312e-10,-0.785589,0.152366,0.0184258,-0.0494487,-0.159417,0,-0,0.000189632,-0.000103336,0.00016316,7.32983e-05,9.82678e-10,-6.80157e-08,1.3754e-08,-8.17697e-08,-0.0680441,0,0.0373149
4.319,-4.71199e-07,2.53078e-05,-0.0300009,-6.70594e-08,0.950566,5.90191e-10,-0.780978,0.152285,0.0183834,-0.0494765,-0.159447,0,-0,0.00018897,-0.000103195,0.000162509,7.2996e-05,9.63838e-10,-6.80233e-08,1.35768e-08,-8.16e-08,-0.0803112,0,0.0210451
