Time,INa,IKr,IKs,Ito1,IK1,IKp,INaCa,INaK,IpCa,ICab,INab,ICa,JDHPR,Jup,Jtrpn,Jtr,Jxfer,IKv43,IKv14,IKv14_K,IKv14_Na,Ito2,Istim,Itot
1.574,-1.81039e-07,2.20882e-07,-0.0015371,-1.0211e-07,0.350765,1.47652e-10,-0.259612,0.145858,0.0106579,-0.0535345,-0.161661,0,-0,6.46922e-05,-4.22142e-05,5.38471e-05,2.06807e-05,1.88585e-10,-1.02299e-07,5.98801e-09,-1.08287e-07,-0.0218434,0,0.0090933
1.575,-1.80267e-07,2.18956e-07,-0.00152971,-1.02025e-07,0.347934,1.46214e-10,-0.258683,0.145836,0.010635,-0.0535479,-0.161669,0,-0,6.4324e-05,-4.21867e-05,5.34795e-05,2.10466e-05,1.86524e-10,-1.02211e-07,5.92894e-09,-1.0814e-07,-0.027309,0,0.00166606
1.576,-1.80153e-07,2.18594e-07,-0.00152156,-1.02149e-07,0.347507,1.45997e-10,-0.257799,0.145833,0.0106136,-0.0535588,-0.16167,0,-0,6.39795e-05,-4.20271e-05,5.31992e-05,2.21481e-05,1.86179e-10,-1.02335e-07,5.92799e-09,-1.08263e-07,-0.0218478,0,0.00755591
1.577,-1.79932e-07,2.18039e-07,-0.00151363,-1.02231e-07,0.346785,1.45631e-10,-0.256934,0.145828,0.0105927,-0.0535697,-0.161672,0,-0,6.36399e-05,-4.18446e-05,5.29061e-05,2.15692e-05,1.85603e-10,-1.02417e-07,5.91898e-09,-1.08336e-07,-0.0418768,0,-0.012361
1.578,-1.80325e-07,2.18837e-07,-0.0015051,-1.02523e-07,0.348127,1.46312e-10,-0.256061,0.145839,0.0105719,-0.0535789,-0.161668,0,-0,6.33041e-05,-4.1651e-05,5.26298e-05,2.16706e-05,1.86623e-10,-1.0271e-07,5.96158e-09,-1.08672e-07,-0.0254881,0,0.00623615
1.579,-1.80392e-07,2.18943e-07,-0.00149708,-1.02709e-07,0.348395,1.46448e-10,-0.255211,0.145841,0.0105514,-0.0535889,-0.161667,0,-0,6.29723e-05,-4.14409e-05,5.23582e-05,2.10605e-05,1.8683e-10,-1.02896e-07,5.97749e-09,-1.08873e-07,-0.0291288,0,0.00369442
1.58,-1.7961e-07,2.16929e-07,-0.00149039,-1.0262e-07,0.3454,1.4493e-10,-0.254397,0.145817,0.010531,-0.0536012,-0.161676,0,-0,6.26418e-05,-4.12364e-05,5.20865e-05,2.1546e-05,1.84736e-10,-1.02805e-07,5.91495e-09,-1.0872e-07,-0.0145671,0,0.0160169
1.581,-1.78412e-07,2.13916e-07,-0.00148435,-1.02394e-07,0.34088,1.4265e-10,-0.253642,0.145782,0.0105117,-0.0536142,-0.161689,0,-0,6.23273e-05,-4.09498e-05,5.18694e-05,2.25473e-05,1.81545e-10,-1.02576e-07,5.81573e-09,-1.08391e-07,-0.0145712,0,0.0121724
1.582,-1.78105e-07,2.13114e-07,-0.00147718,-1.0244e-07,0.339782,1.42097e-10,-0.252865,0.145773,0.0104925,-0.0536245,-0.161692,0,-0,6.20159e-05,-4.06641e-05,5.16583e-05,2.28854e-05,1.80629e-10,-1.0262e-07,5.7974e-09,-1.08418e-07,-0.0218583,0,0.00453054
1.583,-1.77707e-07,2.12036e-07,-0.00147027,-1.02466e-07,0.338266,1.41336e-10,-0.252181,0.145762,0.0104755,-0.0536341,-0.161697,0,-0,6.17369e-05,-4.02127e-05,5.15421e-05,2.36278e-05,1.79567e-10,-1.02646e-07,5.77005e-09,-1.08416e-07,-0.0218604,0,0.00366069
1.584,-1.77347e-07,2.11062e-07,-0.00146341,-1.02504e-07,0.336913,1.40657e-10,-0.251426,0.145751,0.0104568,-0.0536444,-0.161701,0,-0,6.14322e-05,-3.9928e-05,5.12904e-05,2.18618e-05,1.78614e-10,-1.02683e-07,5.74644e-09,-1.08429e-07,-0.0255059,0,-0.00061903
1.585,-1.77413e-07,2.1114e-07,-0.0014561,-1.02678e-07,0.337181,1.40791e-10,-0.250628,0.145754,0.0104373,-0.0536539,-0.1617,0,-0,6.11163e-05,-3.97166e-05,5.10081e-05,2.20091e-05,1.7876e-10,-1.02856e-07,5.76123e-09,-1.08618e-07,-0.0273273,0,-0.00139321
1.586,-1.7756e-07,2.11376e-07,-0.00144882,-1.02886e-07,0.337679,1.41041e-10,-0.249919,0.145758,0.0104201,-0.0536621,-0.161698,0,-0,6.08341e-05,-3.93273e-05,5.08932e-05,2.4158e-05,1.79171e-10,-1.03065e-07,5.7824e-09,-1.08847e-07,-0.0218612,0,0.0052676
1.587,-1.775e-07,2.11216e-07,-0.00144188,-1.03014e-07,0.33756,1.40982e-10,-0.249199,0.145757,0.0104024,-0.053671,-0.161699,0,-0,6.05452e-05,-3.89986e-05,5.06902e-05,2.26867e-05,1.78984e-10,-1.03193e-07,5.78731e-09,-1.0898e-07,-0.0382573,0,-0.0105482
1.588,-1.78049e-07,2.12517e-07,-0.00143428,-1.03347e-07,0.33968,1.42046e-10,-0.248393,0.145774,0.0103831,-0.053679,-0.161692,0,-0,6.02316e-05,-3.88211e-05,5.04002e-05,2.11209e-05,1.8048e-10,-1.03527e-07,5.84668e-09,-1.09374e-07,-0.0455384,0,-0.0148997
1.589,-1.78231e-07,2.12803e-07,-0.00142735,-1.03576e-07,0.340209,1.42312e-10,-0.247559,0.145779,0.0103626,-0.0536888,-0.161691,0,-0,5.9901e-05,-3.87404e-05,5.00789e-05,2.13639e-05,1.80991e-10,-1.03757e-07,5.86981e-09,-1.09627e-07,-0.0236792,0,0.00830468
1.59,-1.78285e-07,2.12931e-07,-0.00142062,-1.03744e-07,0.340483,1.4245e-10,-0.246769,0.145781,0.0103432,-0.0536983,-0.16169,0,-0,5.95855e-05,-3.85824e-05,4.98155e-05,2.1426e-05,1.81108e-10,-1.03925e-07,5.88459e-09,-1.0981e-07,-0.0346075,0,-0.00157848
1.591,-1.78604e-07,2.13675e-07,-0.00141369,-1.04006e-07,0.341696,1.4306e-10,-0.245926,0.145791,0.0103226,-0.0537077,-0.161686,0,-0,5.92523e-05,-3.85269e-05,4.94843e-05,2.04358e-05,1.8198e-10,-1.04188e-07,5.92286e-09,-1.1011e-07,-0.0400688,0,-0.00499236
1.592,-1.77618e-07,2.11124e-07,-0.00140861,-1.03847e-07,0.337808,1.41106e-10,-0.24517,0.145761,0.010303,-0.0537204,-0.161697,0,-0,5.8934e-05,-3.83901e-05,4.92111e-05,2.1328e-05,1.79401e-10,-1.04027e-07,5.83885e-09,-1.09866e-07,-0.0127522,0,0.0191224
1.593,-1.76841e-07,2.09224e-07,-0.00140325,-1.03734e-07,0.334945,1.39672e-10,-0.244456,0.145738,0.0102846,-0.0537318,-0.161706,0,-0,5.86346e-05,-3.81576e-05,4.90018e-05,2.25761e-05,1.77265e-10,-1.03911e-07,5.77741e-09,-1.09688e-07,-0.025509,0,0.00416176
1.594,-1.76709e-07,2.08813e-07,-0.00139721,-1.03839e-07,0.334398,1.39399e-10,-0.243814,0.145734,0.0102685,-0.0537402,-0.161707,0,-0,5.837e-05,-3.7748e-05,4.88893e-05,2.33496e-05,1.76876e-10,-1.04016e-07,5.77276e-09,-1.09789e-07,-0.0218656,0,0.00787624
1.595,-1.75849e-07,2.06619e-07,-0.00139218,-1.03704e-07,0.3311,1.37754e-10,-0.243252,0.145708,0.0102538,-0.0537501,-0.161717,0,-0,5.81265e-05,-3.72455e-05,4.88322e-05,2.40512e-05,1.74589e-10,-1.03879e-07,5.70201e-09,-1.09581e-07,-0.0182251,0,0.00872573
1.596,-1.75903e-07,2.06754e-07,-0.00138602,-1.03859e-07,0.331424,1.37915e-10,-0.242649,0.145711,0.0102388,-0.0537574,-0.161716,0,-0,5.78795e-05,-3.67857e-05,4.87319e-05,2.42805e-05,1.74661e-10,-1.04033e-07,5.71671e-09,-1.0975e-07,-0.0346269,0,-0.00676163
1.597,-1.75732e-07,2.06212e-07,-0.00138031,-1.0396e-07,0.330692,1.37551e-10,-0.24201,0.145705,0.0102227,-0.053766,-0.161718,0,-0,5.76151e-05,-3.64465e-05,4.85569e-05,2.32328e-05,1.74273e-10,-1.04135e-07,5.70823e-09,-1.09843e-07,-0.0255157,0,0.00222961
1.598,-1.75556e-07,2.05713e-07,-0.00137468,-1.04048e-07,0.330024,1.37219e-10,-0.241373,0.1457,0.0102066,-0.0537746,-0.16172,0,-0,5.73512e-05,-3.61197e-05,4.83864e-05,2.3565e-05,1.73786e-10,-1.04222e-07,5.70021e-09,-1.09922e-07,-0.0291621,0,-0.00147338
1.599,-1.75413e-07,2.0525e-07,-0.00136912,-1.04153e-07,0.329409,1.36913e-10,-0.240701,0.145696,0.0101896,-0.0537836,-0.161722,0,-0,5.70742e-05,-3.58821e-05,4.8157e-05,2.21749e-05,1.73397e-10,-1.04327e-07,5.69417e-09,-1.10021e-07,-0.018227,0,0.00949204
1.6,-1.74891e-07,2.03919e-07,-0.0013641,-1.04122e-07,0.327447,1.35939e-10,-0.239905,0.145681,0.0101692,-0.0537954,-0.161727,0,-0,5.67441e-05,-3.59467e-05,4.77647e-05,1.96508e-05,1.72003e-10,-1.04294e-07,5.65477e-09,-1.09949e-07,-0.0255209,0,0.000984009
1.601,-1.75185e-07,2.04613e-07,-0.00135813,-1.04363e-07,0.328631,1.36526e-10,-0.239084,0.14569,0.0101488,-0.0538048,-0.161724,0,-0,5.64144e-05,-3.6001e-05,4.74312e-05,2.0951e-05,1.72742e-10,-1.04535e-07,5.69059e-09,-1.10226e-07,-0.0328101,0,-0.00431103
1.602,-1.74858e-07,2.03704e-07,-0.00135306,-1.04405e-07,0.327316,1.35874e-10,-0.23838,0.14568,0.0101307,-0.0538148,-0.161728,0,-0,5.61205e-05,-3.58541e-05,4.72012e-05,2.15953e-05,1.71914e-10,-1.04577e-07,5.6676e-09,-1.10245e-07,-0.0255211,0,0.00232994
1.603,-1.74395e-07,2.02445e-07,-0.00134826,-1.04399e-07,0.325456,1.34953e-10,-0.237653,0.145666,0.0101119,-0.0538257,-0.161733,0,-0,5.58154e-05,-3.57782e-05,4.69152e-05,1.99775e-05,1.7066e-10,-1.0457e-07,5.63151e-09,-1.10201e-07,-0.0164083,0,0.0102654
1.604,-1.73453e-07,1.99995e-07,-0.00134413,-1.04227e-07,0.321749,1.33124e-10,-0.236931,0.145636,0.0100928,-0.0538381,-0.161744,0,-0,5.55056e-05,-3.57301e-05,4.66094e-05,1.95428e-05,1.68155e-10,-1.04396e-07,5.55129e-09,-1.09947e-07,-0.00911781,0,0.0145036
1.605,-1.72928e-07,1.98647e-07,-0.00133951,-1.04183e-07,0.319774,1.32152e-10,-0.236179,0.145621,0.0100733,-0.0538494,-0.161749,0,-0,5.51892e-05,-3.57195e-05,4.62825e-05,1.95959e-05,1.66705e-10,-1.0435e-07,5.51117e-09,-1.09861e-07,-0.0200616,0,0.00228945
1.606,-1.7248e-07,1.97437e-07,-0.00133489,-1.04173e-07,0.318021,1.31291e-10,-0.235451,0.145607,0.0100544,-0.0538603,-0.161755,0,-0,5.48822e-05,-3.56581e-05,4.60106e-05,1.97101e-05,1.6551e-10,-1.04338e-07,5.47716e-09,-1.09815e-07,-0.0200638,0,0.00121769
1.607,-1.72703e-07,1.97941e-07,-0.0013295,-1.04387e-07,0.318943,1.31744e-10,-0.234721,0.145615,0.010036,-0.0538689,-0.161752,0,-0,5.4583e-05,-3.55569e-05,4.57518e-05,1.91213e-05,1.6608e-10,-1.04553e-07,5.50606e-09,-1.10059e-07,-0.0273582,0,-0.004435
1.608,-1.72938e-07,1.98391e-07,-0.00132422,-1.04615e-07,0.319769,1.32149e-10,-0.233972,0.145622,0.0100171,-0.0538779,-0.161749,0,-0,5.42756e-05,-3.55029e-05,4.54527e-05,1.84565e-05,1.66696e-10,-1.04782e-07,5.5339e-09,-1.10316e-07,-0.0164141,0,0.0080702
1.609,-1.73342e-07,1.99389e-07,-0.00131876,-1.04891e-07,0.321436,1.3297e-10,-0.233258,0.145635,0.00999927,-0.0538858,-0.161744,0,-0,5.39842e-05,-3.53619e-05,4.52523e-05,2.08636e-05,1.67758e-10,-1.05059e-07,5.58054e-09,-1.10639e-07,-0.0291776,0,-0.00231399
1.61,-1.73098e-07,1.98704e-07,-0.00131423,-1.04956e-07,0.32046,1.32489e-10,-0.232577,0.145628,0.00998162,-0.0538954,-0.161747,0,-0,5.36962e-05,-3.52132e-05,4.49775e-05,1.82839e-05,1.67161e-10,-1.05123e-07,5.56518e-09,-1.10688e-07,-0.0291793,0,-0.00264424
1.611,-1.72909e-07,1.98155e-07,-0.00130971,-1.05036e-07,0.31969,1.3211e-10,-0.231882,0.145622,0.00996361,-0.0539052,-0.161749,0,-0,5.34025e-05,-3.50986e-05,4.47443e-05,2.04789e-05,1.66658e-10,-1.05203e-07,5.55463e-09,-1.10758e-07,-0.0237093,0,0.00272003
1.612,-1.72463e-07,1.96968e-07,-0.00130557,-1.05026e-07,0.317923,1.31243e-10,-0.231308,0.145608,0.00994849,-0.0539142,-0.161754,0,-0,5.31532e-05,-3.4753e-05,4.46275e-05,2.08875e-05,1.6547e-10,-1.05192e-07,5.52009e-09,-1.10712e-07,-0.0200639,0,0.0051329
1.613,-1.72391e-07,1.96726e-07,-0.00130103,-1.05141e-07,0.317635,1.31102e-10,-0.230719,0.145606,0.00993326,-0.0539222,-0.161755,0,-0,5.29025e-05,-3.44314e-05,4.45118e-05,2.10827e-05,1.65232e-10,-1.05306e-07,5.52054e-09,-1.10826e-07,-0.0200643,0,0.0054125
1.614,-1.71898e-07,1.95437e-07,-0.00129709,-1.05108e-07,0.315711,1.3016e-10,-0.230148,0.145591,0.00991814,-0.0539313,-0.161761,0,-0,5.26535e-05,-3.41212e-05,4.43734e-05,2.11338e-05,1.6393e-10,-1.05272e-07,5.48187e-09,-1.10754e-07,-0.0218909,0,0.00219245
1.615,-1.71842e-07,1.95223e-07,-0.00129268,-1.05228e-07,0.315473,1.30043e-10,-0.229562,0.14559,0.00990295,-0.0539392,-0.161761,0,-0,5.24038e-05,-3.38296e-05,4.42028e-05,2.07405e-05,1.63754e-10,-1.05392e-07,5.48353e-09,-1.10875e-07,-0.020067,0,0.00434381
1.616,-1.71643e-07,1.94692e-07,-0.00128849,-1.05297e-07,0.314736,1.29683e-10,-0.228892,0.145584,0.00988549,-0.0539487,-0.161763,0,-0,5.2119e-05,-3.37377e-05,4.38991e-05,1.86812e-05,1.63248e-10,-1.0546e-07,5.47295e-09,-1.10933e-07,-0.0255409,0,-0.001228
1.617,-1.71697e-07,1.94764e-07,-0.00128409,-1.05452e-07,0.314942,1.29783e-10,-0.22818,0.145586,0.0098671,-0.0539579,-0.161763,0,-0,5.182e-05,-3.37233e-05,4.35907e-05,1.81723e-05,1.63353e-10,-1.05615e-07,5.48494e-09,-1.111e-07,-0.0273649,0,-0.00215549
1.618,-1.71765e-07,1.94864e-07,-0.00127975,-1.0562e-07,0.315181,1.299e-10,-0.227443,0.145588,0.00984804,-0.0539675,-0.161762,0,-0,5.15104e-05,-3.37628e-05,4.32386e-05,1.72766e-05,1.63577e-10,-1.05784e-07,5.4983e-09,-1.11282e-07,-0.0237159,0,0.00244882
1.619,-1.71657e-07,1.94539e-07,-0.00127567,-1.05721e-07,0.314751,1.2969e-10,-0.226691,0.145585,0.0098284,-0.0539779,-0.161763,0,-0,5.11917e-05,-3.38457e-05,4.28717e-05,1.7351e-05,1.63258e-10,-1.05884e-07,5.49522e-09,-1.11379e-07,-0.0237166,0,0.00273978
1.62,-1.71164e-07,1.93239e-07,-0.00127214,-1.05686e-07,0.312791,1.28733e-10,-0.225924,0.14557,0.009808,-0.0539898,-0.161769,0,-0,5.0861e-05,-3.39872e-05,4.24567e-05,1.47011e-05,1.6195e-10,-1.05848e-07,5.45559e-09,-1.11303e-07,-0.0237194,0,0.00149389
1.621,-1.71122e-07,1.93093e-07,-0.0012681,-1.05807e-07,0.312643,1.28661e-10,-0.225183,0.145569,0.00978863,-0.0539998,-0.161769,0,-0,5.05458e-05,-3.40348e-05,4.21642e-05,1.78865e-05,1.61837e-10,-1.05969e-07,5.45898e-09,-1.11428e-07,-0.0255442,0,0.000235669
1.622,-1.71002e-07,1.92725e-07,-0.00126425,-1.05901e-07,0.312144,1.28418e-10,-0.224576,0.145565,0.00977267,-0.0540084,-0.161771,0,-0,5.02834e-05,-3.38052e-05,4.20108e-05,1.89769e-05,1.61498e-10,-1.06063e-07,5.4542e-09,-1.11517e-07,-0.0237204,0,0.00214142
1.623,-1.71005e-07,1.9273e-07,-0.00126028,-1.06034e-07,0.312228,1.28459e-10,-0.223967,0.145566,0.00975674,-0.0540165,-0.16177,0,-0,5.00214e-05,-3.35864e-05,4.1821e-05,1.79369e-05,1.61519e-10,-1.06196e-07,5.46267e-09,-1.11659e-07,-0.0328434,0,-0.00630694
1.624,-1.71227e-07,1.93187e-07,-0.00125617,-1.06256e-07,0.313012,1.28841e-10,-0.223387,0.145572,0.00974171,-0.0540237,-0.161768,0,-0,4.97733e-05,-3.33027e-05,4.16849e-05,1.92436e-05,1.62106e-10,-1.06419e-07,5.48928e-09,-1.11908e-07,-0.0218946,0,0.00599645
1.625,-1.70447e-07,1.91139e-07,-0.0012533,-1.06123e-07,0.309859,1.27305e-10,-0.222827,0.145548,0.0097263,-0.054034,-0.161777,0,-0,4.95196e-05,-3.30648e-05,4.1509e-05,1.86334e-05,1.60061e-10,-1.06284e-07,5.42145e-09,-1.11705e-07,-0.0109494,0,0.0142922
1.626,-1.69683e-07,1.89212e-07,-0.00125041,-1.05979e-07,0.30691,1.25875e-10,-0.222251,0.145525,0.00971053,-0.0540443,-0.161786,0,-0,4.92603e-05,-3.2867e-05,4.12998e-05,1.77951e-05,1.58001e-10,-1.06137e-07,5.35726e-09,-1.11495e-07,-0.023728,0,-0.000914648
1.627,-1.6971e-07,1.892e-07,-0.00124668,-1.06119e-07,0.306981,1.25909e-10,-0.221619,0.145525,0.00969389,-0.0540528,-0.161785,0,-0,4.89875e-05,-3.27493e-05,4.10326e-05,1.65773e-05,1.58014e-10,-1.06277e-07,5.36566e-09,-1.11642e-07,-0.0200775,0,0.00341915
1.628,-1.69608e-07,1.88935e-07,-0.00124311,-1.06211e-07,0.306656,1.25752e-10,-0.220897,0.145523,0.00967478,-0.0540629,-0.161786,0,-0,4.86765e-05,-3.28341e-05,4.06302e-05,1.47897e-05,1.57756e-10,-1.06369e-07,5.36404e-09,-1.11733e-07,-0.0328547,0,-0.00898982
1.629,-1.70172e-07,1.90284e-07,-0.00123886,-1.06548e-07,0.308862,1.26821e-10,-0.220162,0.145541,0.00965583,-0.0540711,-0.16178,0,-0,4.83678e-05,-3.28979e-05,4.02922e-05,1.53018e-05,1.59254e-10,-1.06708e-07,5.42378e-09,-1.12131e-07,-0.0310252,0,-0.00421834
1.63,-1.70446e-07,1.90991e-07,-0.00123499,-1.06775e-07,0.310041,1.27394e-10,-0.219469,0.14555,0.00963776,-0.0540796,-0.161776,0,-0,4.80724e-05,-3.28882e-05,4.00123e-05,1.63027e-05,1.60014e-10,-1.06935e-07,5.45824e-09,-1.12394e-07,-0.0419722,0,-0.0133034
1.631,-1.6995e-07,1.89581e-07,-0.00123216,-1.06745e-07,0.307877,1.26344e-10,-0.218876,0.145533,0.00962156,-0.0540895,-0.161783,0,-0,4.78058e-05,-3.27283e-05,3.98e-05,1.71854e-05,1.58694e-10,-1.06904e-07,5.41469e-09,-1.12319e-07,-0.014601,0,0.0124508
1.632,-1.69754e-07,1.89063e-07,-0.00122889,-1.06807e-07,0.307121,1.25977e-10,-0.218318,0.145528,0.00960657,-0.0540979,-0.161785,0,-0,4.75578e-05,-3.24515e-05,3.96548e-05,1.7845e-05,1.58154e-10,-1.06965e-07,5.40313e-09,-1.12368e-07,-0.0200773,0,0.00674783
1.633,-1.69426e-07,1.88252e-07,-0.00122581,-1.06818e-07,0.30591,1.2539e-10,-0.217797,0.145518,0.00959243,-0.0541061,-0.161788,0,-0,4.7323e-05,-3.21212e-05,3.9529e-05,1.77375e-05,1.57276e-10,-1.06976e-07,5.3802e-09,-1.12356e-07,-0.0328562,0,-0.00675281
1.634,-1.69275e-07,1.87758e-07,-0.00122265,-1.06904e-07,0.305197,1.25045e-10,-0.21723,0.145513,0.00957719,-0.0541145,-0.16179,0,-0,4.70712e-05,-3.18957e-05,3.93294e-05,1.71456e-05,1.5687e-10,-1.07061e-07,5.37066e-09,-1.12431e-07,-0.0164288,0,0.00950025
1.635,-1.6893e-07,1.86855e-07,-0.00121971,-1.06909e-07,0.303843,1.24391e-10,-0.216611,0.145503,0.00956036,-0.0541243,-0.161794,0,-0,4.67949e-05,-3.18081e-05,3.90539e-05,1.63369e-05,1.5593e-10,-1.07065e-07,5.34465e-09,-1.12409e-07,-0.0200813,0,0.00507542
1.636,-1.68831e-07,1.86555e-07,-0.00121662,-1.07005e-07,0.30344,1.24197e-10,-0.216048,0.1455,0.00954524,-0.0541325,-0.161795,0,-0,4.65454e-05,-3.16128e-05,3.88772e-05,1.72677e-05,1.5568e-10,-1.0716e-07,5.34163e-09,-1.12502e-07,-0.0219075,0,0.00338505
1.637,-1.68819e-07,1.86447e-07,-0.00121342,-1.07135e-07,0.303339,1.24148e-10,-0.215517,0.145499,0.00953101,-0.0541399,-0.161795,0,-0,4.63092e-05,-3.13299e-05,3.8736e-05,1.77283e-05,1.55626e-10,-1.07291e-07,5.34617e-09,-1.12637e-07,-0.0164307,0,0.00927275
1.638,-1.68117e-07,1.84612e-07,-0.00121106,-1.07013e-07,0.300516,1.22788e-10,-0.21498,0.145477,0.00951601,-0.0541498,-0.161804,0,-0,4.60614e-05,-3.11226e-05,3.85333e-05,1.66635e-05,1.53763e-10,-1.07167e-07,5.28541e-09,-1.12452e-07,-0.0146076,0,0.00875671
1.639,-1.67897e-07,1.84044e-07,-0.00120816,-1.07058e-07,0.299703,1.22397e-10,-0.214396,0.145471,0.00950015,-0.0541587,-0.161806,0,-0,4.58001e-05,-3.09936e-05,3.82826e-05,1.56335e-05,1.53156e-10,-1.07211e-07,5.27184e-09,-1.12483e-07,-0.0255646,0,-0.00245992
1.64,-1.68579e-07,1.85739e-07,-0.00120429,-1.07433e-07,0.302461,1.23725e-10,-0.213794,0.145493,0.00948459,-0.0541648,-0.161798,0,-0,4.55435e-05,-3.08442e-05,3.8088e-05,1.75361e-05,1.54944e-10,-1.07588e-07,5.34393e-09,-1.12932e-07,-0.0292117,0,-0.00273485
1.641,-1.68484e-07,1.85404e-07,-0.0012014,-1.0754e-07,0.301994,1.235e-10,-0.213273,0.145489,0.00947047,-0.0541725,-0.161799,0,-0,4.53093e-05,-3.05888e-05,3.794e-05,1.75247e-05,1.54758e-10,-1.07695e-07,5.34014e-09,-1.13035e-07,-0.0164321,0,0.0100748
1.642,-1.68035e-07,1.84266e-07,-0.00119892,-1.07499e-07,0.300258,1.22664e-10,-0.212751,0.145476,0.009456,-0.0541814,-0.161804,0,-0,4.50698e-05,-3.03738e-05,3.77603e-05,1.66752e-05,1.53528e-10,-1.07653e-07,5.30436e-09,-1.12957e-07,-0.0255637,0,-0.000309324
1.643,-1.67941e-07,1.8394e-07,-0.00119612,-1.076e-07,0.299809,1.22448e-10,-0.212186,0.145473,0.00944067,-0.0541897,-0.161805,0,-0,4.48169e-05,-3.02373e-05,3.75414e-05,1.63975e-05,1.53256e-10,-1.07753e-07,5.30056e-09,-1.13054e-07,-0.0164343,0,0.00890982
1.644,-1.67829e-07,1.83591e-07,-0.00119338,-1.07691e-07,0.299321,1.22214e-10,-0.211646,0.145469,0.00942595,-0.0541978,-0.161807,0,-0,4.45735e-05,-3.00564e-05,3.73697e-05,1.72699e-05,1.52963e-10,-1.07844e-07,5.29557e-09,-1.13139e-07,-0.0146087,0,0.010764
1.645,-1.6717e-07,1.81894e-07,-0.00119128,-1.07575e-07,0.296706,1.2096e-10,-0.211176,0.145448,0.00941266,-0.0542067,-0.161814,0,-0,4.43523e-05,-2.97739e-05,3.72668e-05,1.79379e-05,1.51215e-10,-1.07726e-07,5.23905e-09,-1.12965e-07,-0.0219165,0,0.00126262
1.646,-1.67402e-07,1.82442e-07,-0.00118821,-1.07783e-07,0.297647,1.21411e-10,-0.210736,0.145456,0.00940096,-0.0542121,-0.161811,0,-0,4.41562e-05,-2.93786e-05,3.72302e-05,1.89805e-05,1.51796e-10,-1.07935e-07,5.26751e-09,-1.13203e-07,-0.0219153,0,0.00264095
1.647,-1.67602e-07,1.8294e-07,-0.00118521,-1.07982e-07,0.298503,1.21821e-10,-0.210326,0.145463,0.00939001,-0.0542172,-0.161809,0,-0,4.3972e-05,-2.89416e-05,3.71974e-05,1.97543e-05,1.52339e-10,-1.08135e-07,5.2939e-09,-1.13428e-07,-0.0292188,0,-0.00339962
1.648,-1.67718e-07,1.8316e-07,-0.0011824,-1.0816e-07,0.298906,1.22015e-10,-0.20995,0.145467,0.0093799,-0.0542222,-0.161808,0,-0,4.38009e-05,-2.84614e-05,3.72132e-05,2.0803e-05,1.52686e-10,-1.08312e-07,5.31047e-09,-1.13623e-07,-0.0200874,0,0.00650281
1.649,-1.67289e-07,1.82025e-07,-0.00118024,-1.08131e-07,0.297157,1.21176e-10,-0.209601,0.145453,0.00937004,-0.0542287,-0.161813,0,-0,4.36342e-05,-2.79847e-05,3.72051e-05,2.06004e-05,1.51551e-10,-1.08283e-07,5.27492e-09,-1.13558e-07,-0.0182633,0,0.00689413
1.65,-1.67075e-07,1.81505e-07,-0.00117783,-1.08171e-07,0.296389,1.20808e-10,-0.209225,0.145447,0.00935964,-0.0542347,-0.161815,0,-0,4.34595e-05,-2.75738e-05,3.71557e-05,2.04477e-05,1.50972e-10,-1.08322e-07,5.26188e-09,-1.13584e-07,-0.0328754,0,-0.00813297
1.651,-1.6737e-07,1.82194e-07,-0.00117494,-1.0841e-07,0.297534,1.21357e-10,-0.208805,0.145456,0.00934845,-0.0542398,-0.161812,0,-0,4.32724e-05,-2.72442e-05,3.7075e-05,2.05062e-05,1.51738e-10,-1.08561e-07,5.29586e-09,-1.13857e-07,-0.0273943,0,-0.00108627
1.652,-1.67654e-07,1.82885e-07,-0.00117209,-1.08639e-07,0.298674,1.21903e-10,-0.208389,0.145466,0.00933736,-0.0542448,-0.161808,0,-0,4.30873e-05,-2.69229e-05,3.69888e-05,2.05204e-05,1.52478e-10,-1.08791e-07,5.32941e-09,-1.14121e-07,-0.0255662,0,0.00229673
1.653,-1.66874e-07,1.80854e-07,-0.00117049,-1.08481e-07,0.295496,1.20381e-10,-0.207999,0.145441,0.00932602,-0.0542531,-0.161817,0,-0,4.28984e-05,-2.66364e-05,3.68851e-05,1.99822e-05,1.50437e-10,-1.08632e-07,5.25946e-09,-1.13891e-07,-0.0237447,0,0.00127777
1.654,-1.66656e-07,1.80248e-07,-0.00116828,-1.08526e-07,0.294586,1.19946e-10,-0.207556,0.145434,0.00931373,-0.0542603,-0.16182,0,-0,4.26946e-05,-2.64394e-05,3.67282e-05,1.89888e-05,1.49835e-10,-1.08676e-07,5.24383e-09,-1.13919e-07,-0.0200928,0,0.00443594
1.655,-1.66766e-07,1.80499e-07,-0.00116574,-1.08689e-07,0.295037,1.20161e-10,-0.207092,0.145438,0.00930112,-0.0542666,-0.161819,0,-0,4.24861e-05,-2.62768e-05,3.65746e-05,1.94395e-05,1.50124e-10,-1.0884e-07,5.26055e-09,-1.141e-07,-0.0219188,0,0.00351394
1.656,-1.66655e-07,1.80178e-07,-0.00116349,-1.08773e-07,0.294578,1.19942e-10,-0.206678,0.145434,0.00928969,-0.0542729,-0.16182,0,-0,4.2296e-05,-2.60265e-05,3.65015e-05,2.1416e-05,1.49824e-10,-1.08923e-07,5.25561e-09,-1.14179e-07,-0.0200928,0,0.00527451
